lipid,transition,type,1A,2A,3A,4A,5A,1B,2B,3B,4B,1C,2C,3C,4C,5C,1D,2D,3D,4D,5D,1E,2E,3E,4E,5E,SolventBlank
Lyso_PE(20:0),510.3481 -> 368.3481,PE,16194.301055917,16028.7613067539,17515.141220096,16560.981124878,16331.841186525,17907.461463924,14763.960830684,15988.901275641,14614.061157229,17777.761322015,15729.3009491005,17762.061126702,17587.781158442,16982.461090083,16494.741149898,15507.0610656792,15748.581100459,20336.921295157,16100.741119387,17513.361297599,16042.481056216,16192.021087645,15317.54104614,18580.641326907,17542.101242064
Lyso_PE(20:1),508.3325 -> 366.3325,PE,16660.121261599,18917.481430051,19242.601333625,19141.441558843,18597.641250609,18760.141342158,19485.101364136,17915.701156615,16792.861175538,19655.421203618,19179.541351317,16558.401046747,18791.6411743199,17555.701278682,15146.04103088,19572.481353764,18936.961441035,19589.801284793,18141.721237175,18825.781280519,17485.861236573,17660.241210944,17856.741401674,24568.681793212,20361.401412955
Lyso_PE(20:2),506.3168 -> 364.3168,PE,32888.802062985,52116.083129932,46987.463424698,56627.524337812,35822.662933367,46909.583679177,50480.703735312,47975.483978263,41031.102951071,44805.243087781,47397.32348631,50652.204269424,40380.66354368,44382.023010296,27632.122039789,41330.282745375,45000.162902797,41745.84310915,40013.523117029,45042.602706887,41799.603057857,35010.522521972,30119.642166133,35517.042343124,48135.223281906
Lyso_PE(20:3),504.3012 -> 362.3012,PE,28956.061920168,31441.802490224,27737.9019088737,31312.7019042894,25844.061767569,28239.082031245,29939.561813347,28027.982238768,25357.24148561,29028.401885992,30833.582061755,27432.921844483,29189.502120969,26871.401702891,28330.54205321,28427.522308346,27386.80224609,27391.281616209,28633.482421874,29772.421874998,40128.143188493,25703.721771241,24752.121734623,28782.762207032,29964.602081311
Lyso_PE(20:4),502.2855 -> 360.2855,PE,119206.92883293,147996.79028322,142380.34863278,139827.98937983,125418.80798342,155828.59228516,134860.56921382,120154.9490966,136471.26965331,169397.4729004,126697.28771968,137289.6893311,138905.32995605,139630.48999027,131938.5491942,142328.41101081,134069.72875977,120690.74792484,113529.04772943,137416.84936517,135078.5894775,128220.40771475,114423.22802734,127459.59021004,124840.81042476
Lyso_PE(20:5),500.2699 -> 358.2699,PE,30413.781829834,33701.682128915,32849.662597652,30867.022338851,26196.92189026,29534.022491453,31278.562438972,28235.321823127,30353.741790783,31223.901931751,30794.401702881,30849.342315672,28724.882293702,31310.98199463,30369.481964112,28483.002075188,29781.882247921,27720.061859134,28366.881866457,25801.121780393,29419.242111213,26241.402236934,27506.16178894,29008.381896981,31062.482070925
Lyso_PE(21:0),524.3638 -> 382.3638,PE,17546.481216432,17953.38116455,20097.241439817,17083.741256713,19112.261535641,18027.801422116,16206.681228648,18264.601196293,18008.641098022,20086.641510013,19388.501419064,15743.421096805,19005.541320799,17899.301071171,16704.901138297,17456.421188354,18237.941162106,18370.781372072,17943.161224362,18030.261169437,17815.801208492,19346.761383058,17183.561172485,19839.881454459,17937.661163322002
Lyso_PE(22:0),538.3794 -> 396.3794,PE,14097.760940544,15458.301071166,14780.561058048,13355.960990903,13109.7009811386,15267.581108085,14757.261047363,14283.321014403,14538.141067507,13351.980949398,14880.9611434936,14526.30111694,14770.601119997,13417.3810043244,14637.841064447,14345.881088259,13664.540939333,13491.7808380081,14598.181037906,15022.4210357642,13792.501007083,14796.601013187,12782.8009529114,14410.6010360773,14300.041091916
Lyso_PE(22:1),536.3638 -> 394.3638,PE,19109.761352533,18637.521179197,18356.381286622,17653.621154786,18470.421234133,19236.841506967,18880.8213882411,16791.681076046,18909.681564336,19916.861297604,19064.641448973,17658.441299435,17972.861206052,16430.241226195,17457.941116329,17087.421295166,20790.281448362,18032.601181032,19022.741271972,20767.441558837,19625.101287842,18612.081298824,18168.581268304,18630.921264649,19234.201408385
Lyso_PE(22:2),534.3481 -> 392.3481,PE,22464.121856679,20272.381469723,20232.821548457,22977.761688231,19168.521484372,21161.481506348,20540.161376951,19784.441192627,20886.761535645,20336.661437985,21005.221435536,19794.081451409,22808.701614379,21044.76127623,22308.921630867,21083.46153259,22362.421600341,21920.86141968,19489.621414178,22063.621414185,20320.261322018,22024.7616272,19972.361419683,21650.441314684,20544.241470338002
Lyso_PE(22:4),530.3168 -> 388.3168,PE,17638.361068715,18566.58123779,16363.6012573199,16217.201194765,16521.9811172483,18295.181396479,19109.501312256,15484.381118775,16319.141250607,16760.0611801164,16659.281097415,18453.00141906,19338.881256102,16811.801071158,17538.521331792,17724.021240228,17527.301345828,18080.881164552,19132.641067502,19348.101486205,16781.381179806,19494.301315303,18699.741287229,19743.141510002,19144.381301871
Lyso_PE(22:5),528.3012 -> 386.3012,PE,18635.841384884,15848.2810897837,17186.001144415,18638.481414805,18751.321380613,17054.601165766,19136.4412078868,16465.741088864,16135.101181034,17742.121200562,17557.801208493,17267.181320194,18043.80131531,17199.541175839,18106.52139282,17314.0213317867,15793.121032712,20728.981460574,19491.901367188,18991.941360484,18010.081130984,19077.281173703,16325.741134643,19318.561157226,18227.481292732
Lyso_PE(22:6),526.2855 -> 384.2855,PE,17737.7411499,17360.201217649,20043.701629639,18662.081192004,18879.381515501,18299.661361695,19449.501312251,17894.101287838,19894.021247858,19625.641380304,18471.161254884,19023.701370238,22246.061553958,23131.441619882,17810.50110626,19092.481384282,19856.561401361,25000.841812122,19774.341476445,21200.521545405,20433.481460571,20952.061416615,19494.401397701,21858.201599119,20476.761474609
Lyso_PE(24:0),566.4107 -> 424.4107,PE,12559.280838008,13601.600967413,14233.021026608,12876.300872804,11918.020874018,13160.8009643549,11438.6208648621,13886.600959778,12706.240966799,13791.660903927,12616.940994261,13659.4809875493,14881.661033628,14296.260955808,13248.400848384,13252.401046757,13150.040908812,14734.541076662,13701.340919494,14179.761001592,13157.060836787,13289.2010192871,12357.3209838883,14119.160995484,13477.960922243
Lyso_PE(24:1),564.3951 -> 422.3951,PE,13719.760955816,14071.22100829,13652.440849301,14391.841156003,13560.9609222422,14779.7210311866,15476.68106079,13984.800903324,13809.28096771,16016.201148992,14491.2811203049,15836.621109018,14767.641105651,15106.441116329,14536.001144401,13351.160903935,15318.96102905,14859.701004022,15774.4010391257,15768.201126092,15546.000961298,14784.981079102,14548.081161499,13889.000961299,13857.060981757
Lyso_PE(24:6),554.3168 -> 412.3168,PE,17861.981071478,17463.961318961,15623.9412384001,17207.381370548,18695.841362002,15895.181167598,16687.5009078939,16810.14125062,19430.961196896,19110.621353154,14522.9010009747,18028.741325375,15471.521102904,16834.121139529,14009.98098755,16984.721145627,16254.621269225,15572.781181337,17332.261199947,18265.521293646,18327.7611007653,16083.441085807,16383.5210800123,16822.721298217,17584.241432187
PE (12:0),398.2303 -> 257.2303,PE,33562.44229126,36619.362457265,33564.862091068,37220.062835681,34484.98239136,34694.44259645,36477.402496342,34578.401977533,34632.822631837,36423.742492675,33839.702270508,40039.863189708,34977.342773441,34903.062683114,33421.62234497,34728.66253663,36523.88217164,39316.62271116,36891.542388915,37101.902618413,34271.122253414,37165.822906491,35173.162231461,41335.7828064,37507.422668451
PE (14:0),426.2616 -> 285.2616,PE,33975.062377922,32328.262573245,36961.362915042,35728.402709963,33860.542388922,36361.542602515,33822.702362047,30250.902252183,30117.562225349,34712.722595217,32627.86218262,32934.002319315,33875.982421872,36777.102691645,32599.262298589,33025.882537827,33586.28265381,43609.422943128,35182.842407212,34194.102508547,35592.482666011,35011.762512207,49300.564544663,41425.562988273,37719.062866207
PE (14:1),424.246 -> 283.246,PE,91749.68676758,88931.74633791,100424.00634767,105493.6072998,94880.76672363,114161.20727538,98790.06701663,90088.48681638,101508.24621583,96695.36706546,97037.30725093,100775.86706548,123630.70788574,164808.51086427,94140.84729005,98296.26708985,95368.54663085,440105.76440426,99592.44787599,116863.12792975,97931.74707026,96739.24597168,1028734.35778817,375653.76818845,91013.74609374
PE (16:0),454.2929 -> 313.2929,PE,39200.962707512,42014.182983398,43456.203124997,43200.383209219,38128.542480458,38767.262664797,40434.942871103,41340.902832014,40004.822692869,43450.242919905,42263.523162838,39228.182952856,43373.903015117,46756.663269053,43513.763000479,41318.282714853,40786.362365714,51903.74377437,39288.882629377,40438.242736806,42838.163024887,41867.423156738,51774.003234853,51736.384094252,44614.523254405
PE (16:1),452.2773 -> 311.2773,PE,47799.383178723,47407.963500974,50603.963439962,60896.864440914,51528.563842786,58677.764221186,52391.524047858,45173.163146981,50857.803527807,50997.943603486,49673.823181141,48408.183837879,73577.145202617,103105.027343745,48051.983886718,52212.983459475,49414.583740231,426623.210327081,49401.823730449,59245.324218735,50827.483215312,49034.003662114,713165.922302249,396429.821960449,52875.843811033
PE (18:0),482.3242 -> 341.3242,PE,53927.423645,59528.203369129,54651.543762198,58713.723449714,50897.423706043,54347.283966041,56141.46313476,52508.703399645,53836.16333011,71248.505249011,69634.00491335,64687.644653347,61384.684021001,65165.683837909,59049.924194346,77655.845764098,65615.20379636,62173.584075964,64976.864501942,63225.185180672,72997.984649638,66202.264038058,63123.944335881,61275.704040503,69509.885009758
PE (18:1),480.3086 -> 339.3086,PE,36092.42236329,36052.982421876,38644.702697754,35040.802490239,37891.122985833,37177.542510999,37184.922821032,34697.62261962,38708.102630607,43480.663452149,37781.442871097,38235.902893061,38538.742767341,37118.462982172,35767.742309565,43231.722778309,39803.783020034,38187.742828366,36126.982299798,39560.403228764,45857.04330446,37145.66256713,40290.383148199,44050.522705064,38659.342834476
PE (18:2),478.2929 -> 337.2929,PE,30245.882415772,29916.322051997,30035.022216799,31052.622100826,29801.76181032,33095.382659908,30983.00210571,30620.421981812,28381.681732185,34921.362915037,35544.622360214,30683.202117905,31992.90243528,35386.562438959,30375.722076413,35361.062988271,29641.882110597,30660.402053823,33614.002441407,33209.342437747,31166.802429202,31582.801879871,34980.382324232,33836.102416975,31367.362243646
PE (18:3),476.2773 -> 335.2773,PE,32375.402313229,32488.862121575,32353.10229492,30344.122192377,32647.982269289,31337.202056893,31168.522155765,29642.482177724,33184.90234376,34070.322662346,32874.182220458,28934.942230215,30022.842315664,30320.962066652,31559.742523189,34764.722564683,32524.382202149,33868.802474985,32186.722442609,34648.482299798,30113.722198478,46538.303619385,32777.662445072,31870.022125235,32323.462112399
PE (18:4),474.2616 -> 333.2616,PE,38305.142517082,35346.382385258,36252.52249146,34545.962371822,31903.862243639,29337.442077636,29942.06222534,30921.902282723,29108.601928707,33831.502624507,30433.402282706,31830.942352282,30935.741973871,28237.521759033,26710.901763899,27229.881942743,28520.642028809,29205.502197252,32926.962524434,32777.282440186,30096.062271107,1327477.09606884,75408.74572751,48504.363464349,55925.804199196
PE (20:0),510.3555 -> 369.3555,PE,27247.881713873,29419.86209107,27769.961914054,28902.702148443,29030.221984855,27181.721893314,26559.021911627,28824.602020263,25355.341644272,28998.762359624,31246.66223144,29012.881866453,30505.122406,27998.182159428,26746.021942139,28932.982025133,27385.521850586,32201.262084957,27914.702301039,30462.382232666,28925.642425535,26807.761611938,29236.222137442,31907.321990944,35407.822143548
PE (20:1),508.3399 -> 367.3399,PE,30786.881835931,29037.942077631,28955.701782219,27148.702117919,27112.421936034,28841.662292484,28540.362030037,27286.861938471,29175.181823732,30181.282012935,29171.501983636,30182.002197257,31092.262145995,29683.422180167,26735.361724848,30716.522338884,27324.322265622,33633.42214966,29724.181884765,28833.001892081,26816.462066644,30878.302261364,29691.321990971,30680.182220458,30599.562210081
PE (20:2),506.3242 -> 365.3242,PE,33931.902465816,36443.2824707,36844.502441416,33244.462097156,35029.102020266,32540.622589105,34327.022216789,33613.682189932,30782.78237915,38423.842926031,37972.702575683,35557.842620848,34886.422454837,33362.782348639,32376.642150872,43033.863098161,35240.662322997,37350.142517078,33427.04272461,37365.782348644,36775.562622067,38247.38256837,32902.36242674,82920.365447998,38737.442840563
PE (20:3),504.3086 -> 363.3086,PE,54742.423950198,51156.063278206,53161.623931874,66413.16522224,60351.724456816,67604.104370148,93200.446502653,84396.567138703,59105.563812294,99995.327941915,75420.606323252,99257.647003209,62225.705017022,66782.364105249,56258.044189515,79455.04638671,73449.666076658,89371.466735841,65271.344146751,93556.187499953,65199.165313725,80404.505767914,47836.063415507,67966.445983887,39903.743011462
PE (20:4),502.2929 -> 361.2929,PE,55772.824066213,55203.563537581,58227.983551038,56061.144531306,47107.78302008,60426.904479999,58474.764129659,48877.643157951,53464.423797617,59237.764587422,57662.684417797,55861.42385861,54823.044189433,54196.323944082,54093.443176312,54443.983947777,50060.923187248,51637.804779051,56073.523590071,54747.544036983,57005.683868431,51532.123596165,47915.42352298,56693.924316415,43130.223297108
PE (20:5),500.2773 -> 359.2773,PE,479731.03417965,470042.85644533,519999.25537125,525470.86279346,520566.93896534,625054.18603525,494996.21582037,434599.54492191,591042.26855471,705309.75976575,456147.71289059,483057.796875,531029.6181651,537142.85791065,474393.65527345,585319.2006835,473923.15625008,488880.77441411,456783.82910165,600184.61718757,461861.9155273,515671.75439484,462954.6962893,504673.87597657,412271.94873037
PE (21:0),524.3348 -> 383.3348,PE,26345.121978756,25842.101715088,26397.481811511,24342.221649163,28382.222076415,27360.462097159,25532.601989747,25062.161895746,26476.242034917,26360.481933589,27246.721801763,25840.661743164,29926.642303467,27286.961944577,26151.981628413,26972.861968981,25972.1017456,32410.241882327,26900.16183471,27076.42199708,26002.98181152,27105.901885986,25697.201965339,30504.962219244,26464.841918939
PE (22:0),538.3868 -> 397.3868,PE,34256.082458504,36206.402755742,39274.662841797,35648.002655036,42116.403289786,36207.802673343,36824.322723396,30964.042083752,38619.82275391,42078.483642583,39308.803131098,37669.242523185,36161.502227795,43944.043243427,32854.56219482,40966.742919913,36702.542587283,42823.983428966,39778.903259288,37996.942321771,44571.72357177,34847.102508548,41609.88229369,42378.882873556,31331.941894527
PE (22:1),536.3712 -> 395.3712,PE,22427.501556385,23801.481582638,22369.221878047,24438.72180176,25574.20181274,24984.181884764,25748.561859137,22788.081573486,25489.661529531,24122.881683352,24221.161865244,23232.201431269,22714.361541748,23934.121673583,24210.641952509,26443.482009881,24109.921752928,25289.0417633,27163.781936642,24999.401763908,24680.301895145,26074.521820066,23389.921447749,25219.621673581,23390.961471553
PE (22:2),534.3555 -> 393.3555,PE,27409.962188728,27330.841888433,28366.122070309,31002.742309559,26350.301666272,27448.701812748,26845.20202637,25760.401916493,26673.641967771,26932.641860957,27088.301940914,25829.761627184,24065.701721185,27556.602081305,26758.201904297,26969.041717532,27631.501708982,28765.822174057,27392.001983631,29364.202239992,26970.721954341,26466.001937864,24732.921600339,28047.321777351,28772.921966538
PE (22:4),530.3242 -> 389.3242,PE,31909.242279052,30189.622055054,34738.022369397,32106.522521971,37085.042770398,35987.263076735,27429.062164311,21228.82154847,32694.542358398,36226.70239258,27264.801971444,26153.801559441,23831.561828611,26337.502105711,31054.802001947,38109.142547649,31156.562499998,34502.182220455,27185.44208526,34806.04203797,31072.321716311,29266.361938476,29352.982086188,31866.942565915,29766.622039795
PE (22:6),526.2929 -> 385.2929,PE,35116.662536612,36317.102355937,37476.482818589,37753.162780757,36247.162597664,34841.962585448,35372.942779537,37600.162963878,37922.522949223,38398.002746577,37246.082550063,37055.482727042,40917.422668472,40520.282745358,38296.542694067,38475.102539058,35650.162414557,45943.643920892,37338.182403547,39335.263030996,40748.303100579,39736.283294669,37906.442596436,38068.422698968,38623.422760007
PE (24:0),580.3974 -> 439.3974,PE,26978.341918952,24512.901519783,24876.121856671,24341.101684579,26052.161651603,29202.282257073,24992.381729135,24660.321777336,36770.782562264,24551.261657717,25538.92193603,25364.301757815,28456.022338868,29268.121887204,24516.261932371,26693.42211914,24655.121521,26069.121643072,24435.06201172,26400.40200806,26436.861907958,31029.861907951,24504.181701654,26191.14169311,26586.661682142
PE (26:0),608.4287 -> 467.4287,PE,23841.061798096,25315.921813965,25605.0818634,25953.301666265,24756.601745611,26445.361785878,24605.921966556,23506.361740115,23924.581848141,27158.222167971,26836.622039794,24448.681915279,27276.201995857,27402.18197631,25030.321807874,23226.22167969,22782.141845703,28808.042083733,22971.201446524,28349.462097157,24829.281738275,27242.041900625,23496.041625973,28149.821868909,26934.1817932
PE (26:1),606.4131 -> 465.4131,PE,22542.761505136,21310.861557009,23058.821701048,21082.641632084,22688.001663206,23076.541656499,20356.521438601,19166.841247555,20932.721588129,22030.401412964,20889.681625373,22333.701629642,21426.061462395,22149.001693723,20837.661499024,20206.181396485,20244.341461182,23723.941528325,21094.401412962,22156.321533199,22361.321838384,22071.261672973,20402.301406853,23833.621856692,20746.181579585
PE (28:0),636.46 -> 495.46,PE,33325.842285145,28175.862182624,31775.262237537,28815.862121571,28711.28219606,30210.802185043,31413.942169186,28181.221893312,28760.862152098,27986.701873775,28756.881958012,27998.281890861,32036.902130121,34041.542419435,29823.0021057,30932.302124013,29024.281829836,38320.082611077,30206.922134399,32059.5024414,31557.862060539,30664.702148434,30176.2621155,33607.522552499,30937.922119126
PE (28:1),634.4444 -> 493.4444,PE,25098.80178833,24909.781768797,25139.941619865,25230.861846934,22379.101486211,25809.421722407,26117.401916502,25066.801849361,25638.361541752,23728.421936034,24524.281875604,25618.802001959,27048.481964112,24575.661926275,23158.881683354,25814.701782223,23976.961547853,28147.801879888,25098.361846919,28386.341751097,28342.441925046,24947.941711432,24385.341842645,27527.761901857,24110.121673578
PE (28:2),632.4287 -> 491.4287,PE,68046.105529774,66214.104553214,74011.64526367,70870.085144029,67993.865966792,72098.66601565,69452.40441897,57384.503967259,77524.426147498,78223.24499505,61918.42456056,64199.904357884,68222.30505369,71069.50512696,65378.06445311,76417.525512659,66620.404357911,72389.32501222,64907.144897467,79995.645873998,65794.36480712,66449.724853506,64892.604614249,73431.22509762,66594.344299318
PE (30:0),664.4913 -> 523.4913,PE,43121.983093249,42809.043029803,41712.623229969,46132.303283693,44426.742858908,42329.962829595,42585.963195792,42601.182800304,42248.482604962,42189.343017564,43640.643005375,48860.063476566,53851.724121071,51993.604003875,42682.942993148,44093.683227537,44457.903076186,55091.623535125,45126.383361832,45273.543029775,47095.003356928,43704.422668465,43609.94317627,50134.123596216,47390.50347901
PE (30:1),662.4757 -> 521.4757,PE,26064.441925054,25918.082000746,28914.242065423,27307.241760257,30741.52218628,32204.142211911,27335.761932382,24660.141876214,27419.561889637,29850.322143562,27207.641815177,30830.102264415,28725.422149677,31830.402740485,25114.50180054,25692.821746824,25030.481781003,30157.562164299,27940.721862801,32485.802154551,28908.122192368,26679.881774897,28942.662109375,28377.36242676,26454.981719969
PE (30:2),660.46 -> 519.46,PE,22033.401596066,23225.381439208,24781.721878052,24086.841812139,22453.081481933,24029.26153564,22047.181488033,22395.781448368,24731.581695551,24523.30163575,23730.941741943,22308.041595463,27373.121917726,22732.661529536,21307.461486816,23130.441619872,23838.781616216,24168.701660164,20908.801513673,23094.721633904,23957.741546632,22105.881774896,24357.261932369,24883.181869505,23970.541763307
PE (30:3),658.4444 -> 517.4444,PE,30116.482116685,32233.682220461,33032.982269294,35694.622772205,34941.022491453,33664.262573248,31777.142272957,31026.561950675,31304.762146001,32692.702301031,31599.542388916,32776.462402357,36418.462585442,36946.842895521,30933.042205801,31902.642333969,29840.761993399,49770.343994172,30542.262084961,37386.302825928,45809.263275159,35862.002685531,35155.542633065,39063.222900371,37117.182311994
PE (30:4),656.4287 -> 515.4287,PE,28068.18218995,30616.082107564,29473.942047112,30623.26187135,28092.682159419,29881.682220468,27947.142120369,27590.322204573,25679.181823722,29665.462066662,27492.921936034,28895.742034904,61725.924652144,27995.461761484,30203.04202271,30666.18240356,28239.081878659,42809.922943122,28781.821929927,32767.082183846,44624.622894238,26507.461898802,49807.30319216,38322.622558602,31407.802337649
PE (32:0),692.5226 -> 551.5226,PE,137475.84875492,123578.0673828,115709.968994173,133799.46936032,123553.92791751,139075.12866203,166951.251831067,155496.7897949,118212.667297435,187673.43127431,141046.85241705,213332.41943358,142905.44946289,149984.82788086,127356.8099365,173383.51281745,158946.992309495,198093.69165043,157244.17236329,196965.43383793,151156.552123952,169822.71130372,117600.28845209,157502.77172848,63282.9645996
PE (32:1),690.507 -> 549.507,PE,28403.982086177,29801.342132559,29373.50219726,30887.582397465,29309.622100835,29707.042175294,28770.882049564,30146.042205805,30747.56225587,31801.722015371,30662.722351064,30780.722228998002,32578.682220446,31228.262115464,29798.042114255,30405.002014156,27345.021911616,34302.422515863,30029.582214348,30642.422302253,33303.902282715,30997.562225343,31248.802032471,32303.322113046,30064.301818855
PE (32:2),688.4913 -> 547.4913,PE,33958.942352265,34984.582733146,37509.982360842,35136.962219229,36209.302856457,34550.962554919,36726.442199713,33942.502319334,35422.44229125,37819.422698967,34634.622741677,37166.782623276,50017.483520522,36440.642944339,36956.782958979,34594.502593985,36200.542633064,45606.563384997,36128.302520739,39249.023101788,47178.663726831,37364.782470685,35144.242370603,43863.843200685,35216.682556148
PE (32:3),686.4757 -> 545.4757,PE,34456.762268067,37572.642333972,36073.102355949,33168.682556143,32775.562133801,36016.242492666,35866.66284179,32626.622253408,32921.662353509,45581.422729501,40823.483245845,44176.863067631,61635.404815672,44028.843505843,36985.682861317,43548.563354458,39766.382781984,55035.8631897,42158.983123769,46422.583190928,57411.36376954,40705.762695318,47999.743377718,47115.263671888,36569.582641589
PE (32:4),684.46 -> 543.46,PE,25289.221725463,26888.401916504,25409.641693121,25852.561859141,25990.121673588,24779.361907956,24442.861785883,22123.18145752,26160.701919561,25503.441726681,23371.161682126,24521.721618661,24374.101837154,27575.821868885,27163.101928715,26137.381866446,23156.42149353,25205.761596684,25074.921539302,24769.681716924,26625.72164917,26920.561920167,24968.321701035,26078.041839602,24263.581588736
PE (32:5),682.4444 -> 541.4444,PE,39581.262664786,23930.041534422,28175.561950688,27420.362136849,31989.142150895,26179.021972651,24728.521850593,46659.72293095,25071.101837171,29272.542144777,26392.261993414,33832.262207029,25782.841918953,40949.402679445,57218.544220003,26660.061828616,27960.761886592,33437.542282112,53685.944000241,27894.161895742,25567.981842042,25544.321777338,24562.341674801,28572.082336411,22842.881622318
PE (34:0),720.5539 -> 579.5539,PE,64376.44433592,60500.784118657,65395.22485351,67893.34472658,58864.003662098,58945.223999029,61517.964660644,58989.98461912,60864.7838745,62906.7640381,61862.82434084,64188.064392099,74673.08483883,72746.66516112,65491.28405761,65883.26428221,64500.52514651,69026.745178212,62761.60400393,62350.06445311,65386.26403806,63442.02490233,63141.04467773,77738.8260498,58943.024353023
PE (34:1),718.5383 -> 577.5383,PE,148397.02954103,152973.94995116,146415.30981446,151702.97045898,145640.27001956,137741.17016603,144428.79052737,138973.06909179,137171.24975588,142395.82934568,151621.57104495,145345.89135746,165555.59179695,148067.93017577,140458.15014649,151002.23095706,151261.55078127,155321.31201171,147336.87060548,148673.45043943,161976.81127927,140987.48925784,144773.89038083,171500.73071291,142394.73046874
PE (34:2),716.5226 -> 575.5226,PE,53365.423767102,57385.883728024,55762.063781762,53405.46429442,51337.483520511,53712.943969727,52739.463623043,54911.424011248,50991.203552246,64972.985168433,67332.024658192,62195.624267579,98251.526245046,66344.904052757,63501.504394572,74945.046020552,64821.924438468,79087.58526604,68046.164978037,62196.344238285,87837.366149865,63249.20458982,75885.626159657,74619.605163596,55345.804382356
PE (34:3),714.507 -> 573.507,PE,29284.282073978,31753.102325439,32097.742065437,34544.642517086,31487.182434082,30934.882324219,35543.042388905,30888.162231433,27672.621871942,40276.463043206,40300.502960198,38010.822723376,40362.622711188,46437.963531495,38622.282684304,43987.823303232,38399.422637933,45206.343048095,40910.242919919,40198.382507322,43253.262603775,36468.502655036,40359.762786862,41149.74285887,33193.562164297
PE (34:4),712.4913 -> 571.4913,PE,30122.622100829,32122.202423104,28252.022247314,30718.5618896465,29693.042327878,28541.902069096,28309.621826179,26916.201889028,30802.382141122,30210.801849363,29985.522033688,30080.302093502,31870.16241455,34985.882598874,28824.762145981,30648.72235107,31232.042083744,33436.62210082,32454.442474363,31634.162216181,32103.022247303,32284.902038564,29871.361968987,33893.462676987,26468.581878661
PE (34:5),710.4757 -> 569.4757,PE,70330.304351796,67855.583953886,63748.824432409,58163.684051496,69760.045288068,59945.904113742,59942.163879375,62141.404327374,66818.065521238,66650.14447018,61308.44509884,59790.544281044,69245.304626519,70340.624267564,60680.124603255,60685.584808337,63088.804885825,86039.305938747,66292.745575,62558.203643781,65183.885223379,60812.323272721,65958.405456566,68184.224548395,33465.662048346
PE (34:6),708.46 -> 567.46,PE,34496.52215576,34106.402648925,33172.202575688,40113.142944334,32438.902282714,34659.982696538,31024.302246082,36928.822723372,31314.162506102,35007.78259276,32574.102569582,35314.362243636,36656.502471916,42598.583129882,40725.422790525,34480.502441385,32446.70254517,41587.103057852,38342.322784427,34162.862365732,37578.202911373,33997.762359618,33954.682220462,36300.342346202,38585.562866225
PE (36:0),748.5852 -> 607.5852,PE,49814.0232544,52435.023925778,48565.683288557,50996.603576658,51298.883361818,57450.843994149,58064.443603502,57931.684326181,49760.563995365,64784.323913562,60567.024230952,72167.005737367,57439.484405518,62941.044433563,52646.243957495,65411.085327139,61315.604370128,74061.604980409,64247.464904782,67186.82470702,56154.564392059,63081.664611828,55567.003967244,64487.083923322,39657.502777117
PE (36:1),746.5696 -> 605.5696,PE,118708.74780275,121307.52856446,116222.58862306,116519.80859377,112040.16796874,114455.00878903,119455.8479004,113073.26782226,109508.90722656,131520.44885253,138953.81018069,132989.96923825,149821.07006834,138012.62963866,126345.548584,146809.82934573,134896.05053711,145660.24951165,133842.76916503,137805.27026369,152265.09057619,129513.1491699,136592.00927734,137753.03027344,114253.30786133
PE (36:2),744.5539 -> 603.5539,PE,584485.92382808,587540.819336,565206.11718759,573948.46582039,581092.27734391,565869.5000003,559944.0214842,570409.8808592,540814.05566426,667099.2031251,663578.2246093,652461.7070311,711514.3906251,681630.4687498,633836.6650388,760083.5996092,676854.3056639,674057.1259766,683282.2470703,663848.6044922,736490.5556639,643249.0839845,667618.3251954,713859.4707028,539424.60107413
PE (36:3),742.5383 -> 601.5383,PE,38024.602783195,45740.343322734,39630.942993151,41472.883117671,38157.662902821,45315.563049289,43730.483276358,41799.383178715,38393.46289063,91088.385436934,82735.464843821,85885.885620134,70708.785736097,88746.46640005,75362.724823043,112827.947692839,78005.445129372,80287.145690875,85664.105651876,78911.82543942,98064.825866698,80883.405578582,76934.784667882,75969.505920368,35844.202484117
PE (36:4),740.5226 -> 599.5226,PE,35134.362548814,37469.002685548,36560.4425659,34267.022430415,34345.162567133,34573.182464591,33707.422454849,35072.022644039,31879.482147193,48493.603576662,42633.963104238,47777.443511968,42405.84332275,43017.422821042,39582.462921152,45837.762847874,42119.683044417,40795.223449699,42582.542907717,41088.062805181,44328.543579092,42843.022888188,38735.682464607,44006.163238532,32582.222320557
PE (36:5),738.507 -> 597.507,PE,32089.322387671,31919.862365725,36404.162384044,31525.142120366,33324.102539057,31294.322204586,34329.36236572,30589.542388919,32937.94238283,36610.862731943,37605.562591545,37161.882629389,36869.042785634,39179.062866189,32607.442230235,40568.162994382,35907.162475563,41145.062683096,35695.022705082,36625.662872319,41488.003112813,36571.882446279,35728.962402325,36808.062805163,29592.181884766
PE (36:6),736.4913 -> 595.4913,PE,32949.502197255,31242.662139894,31831.802215562,33635.982208262,30068.142242438,32772.982635491,32827.542114267,31028.202392574,31452.862182624,34485.942443838,31045.962127677,32234.622131349,38405.862670901,34794.842620852,32652.302368151,37579.882354717,30688.242217994,38421.922363274,34086.622375483,36390.402771002,35320.002624508,32428.482299811,35290.842498771,35173.56246948,31768.222137437
