lipid,transition,type,1A,2A,3A,4A,5A,1B,2B,3B,4B,1C,2C,3C,4C,5C,1D,2D,3D,4D,5D,1E,2E,3E,4E,5E,SolventBlank
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",398.3 -> 85.1,AC,737263.01171885,760998.01123047,734019.5341797,755112.05761739,752614.81542965,748501.7734377,696160.6909179,709753.191894421,785027.40234371,736286.03271481,682626.84521503,752496.35253926,824160.7978515,918214.74804698,683937.02832029,701823.28808589,681586.01025402,888049.66455074,770774.66992187,876110.79833989,770992.77783202,723569.83154295,768849.43457046,897654.00927723,621881.16503895
"Palmitoylcarnitine, (5Z)-13-carboxytridec-5-enoylcarnitine",400.3 -> 85.1,AC,807602.95263677,867690.90332029,800835.77783202,826354.17529298,799742.91650385,795008.35546879,777866.27441405,765269.95703118,848679.65869145,778818.95263673,730014.01171882,806990.71679705,878646.83984381,1003033.64794922,749126.39599632,738432.19287099,762342.00927727,954256.925292741,850627.55468769,940627.445312619,822254.76220718,760729.15332024,851542.68408222,992437.82519522,672352.34863289
Stearidonyl carnitine,420.3 -> 85.1,AC,7310184.992187,7568645.2187505,7395323.328125,7264315.398437,7497038.4765635,7672042.7578125,7232698.2968765,7037183.5312495,7255548.695313,6939094.1992182,6663469.2773437,6770253.3632813,7254618.0898447,7553304.7734375,6630847.1835936,6842794.9140626,6879363.875,7203829.6914062,7039357.1796875,8156160.84375,7257342.8906235,7268545.1640635,7093867.8828135,7113059.1249995,6683732.1152342
"Stearoylcarnitine, hexadecanedioic acid mono-L-carnitine ester",428.4 -> 85.1,AC,8082924.4687505,8279253.375,8188110.8906255,7998711.8359375,8675260.335938,8666558.304687,8168566.9765625,7853273.8281245,8185826.3320313,7413091.8750005,6962716.7851563,7037166.9296875,7732521.1640625,8056079.148438,6948117.5078125,7538288.320312,7297015.6953125,7764686.9140625,7366433.999999,8348604.3984375,7609266.7421875,7529592.640624,7615043.9921865,7523971.015624,6845704.4902345
TetradecanoylcarnitineO-tetradecanoylcarnitine,372.3 -> 85.1,AC,1659196.24511768,1066733.39160207,1005837.69531239,1130230.76513665,1232893.45263669,1193521.93164059,1112519.1669923,1591403.02099603,1286213.9082032,1310363.81835926,1095999.77831985,1171533.15185591,1166693.86621033,1192780.16503898,1763388.52734365,1170107.27099556,1077842.50244188,1368315.09668019,1504550.43066412,1133408.12158257,1193466.05224652,1070838.62109372,1126753.70898491,1371685.59033151,669083.8686523
12:0 Cholesteryl ester,586.5219 -> 369.1,CE,87131.045898439,89639.146293645,93289.2267074518,91475.686843873,100585.746902454,87514.346237184,84922.606079104,88039.746215818,88361.3059921239,99538.047042834,91477.526473988,87149.8461990297,93661.706665038,108161.647560117,89680.8863983109,94629.646881101,89603.5061645439,105243.607482879,86136.745986928,92158.166473386,88705.245910647,96137.246612537,89005.706283574,97598.506988523,101390.187271122
14:0 Cholesteryl ester,614.5532 -> 369.1,CE,47611.283416746,46842.043312076,46417.043350219,45367.323120119,51997.44363403,46571.883117669,42520.543029783,42122.443023683,42960.522933961,48682.123138424,45304.263137818,39560.122795101,47361.343444825,49154.0033950676,43228.34318542,43015.8830032282,44933.183135987,47242.663375849,41982.083175658,46148.203247066,44854.403244015,46629.903152458,44551.503005975,47103.643386845,45323.103149414
14:1 Cholesteryl ester,612.5376 -> 369.1,CE,43902.823074332,45107.763122555,46764.863296505,48203.883483888,47582.443267822,46903.763351436,48100.46330262,41190.682876588,42586.603134155,44984.042984011,42768.903137206,47437.843444824,47772.683380117,49707.303573597,43921.563247682,46562.863143924,42966.703262328,45706.283264167,44688.363220214,48486.503479001,44209.343276976,45873.343124388,43574.703079219,45010.323608394,44225.623046868
15:0 Campesteryl ester_simulated,642.6002 -> 369.1,CE,103211.727416966,101625.047225942,103726.387573226,111844.048736557,113988.64764404,113038.207794194,100832.66735841,96442.406860358,107571.207275367,115410.368011468,96855.686614967,96955.047149629,104901.087432865,111388.567901618,105135.767150881,104904.527618417,94122.986358641,104377.347351079,98231.607116699,106029.507263213,100077.527374264,94807.986602784,100167.006835944,99881.1070556719,81735.145584096
15:0 Cholesteryl ester,628.5689 -> 369.1,CE,76055.605590814,79991.905731209,79278.625305182,78166.485626214,80051.445434572,74650.545013427,72244.665008534,72236.664672847,75474.565551746,78810.925476064,74667.305389404,74572.545471191,84366.445953366,77049.40560914,74709.645172108,72851.625000014,75672.965240478,79928.165466305,77212.005523695,73169.605133055,76786.945587157,77508.585479723,72904.605072008,76120.505889879,77599.225250243
15:1 Campesteryl ester_simulated,640.6002 -> 369.1,CE,113311.907897923,116334.188537609,114079.668426531,123397.048584017,120905.288360589,121901.128173841,114323.448333716,109125.588195777,113673.267974852,124708.269226064,106869.647583006,111835.107666009,122398.268249497,121989.628845255,118983.608520523,115737.228332498,111121.387908932,122395.788589489,106409.347168,122319.849060055,117603.428283711,113139.447631811,112450.908020022,110739.767333981,94190.586669919
15:1 Cholesteryl ester,626.5532 -> 369.1,CE,75651.105255122,79384.545349127,78329.3853149339,79482.8052062979,80030.425628663,77006.865325938,69914.845184307,70744.965026845,74345.345184325,78630.125640863,76006.545227058,75160.44546509,81763.805694575,81468.04574585,76945.68515014,75290.305450446,74486.225433345,79329.705474861,77760.125610347,76128.425201418,74837.785369853,76208.52539063,71069.004943858,73990.845123294,72015.5848693649
16:0 Campesteryl ester,656.6002 -> 369.1,CE,130306.04922484,110622.208099373,120472.428070062,127484.688201901,146289.711303721,136723.869415293,123569.589401246,109471.087615982,129315.009643565,185368.153900018,113582.308227571,120942.468139655,145566.690673853,149087.390624999,134992.549774195,134237.749115,112809.067932111,167508.512420604,126086.689392108,152229.650329563,118092.887939433,106507.1074829,130227.269714343,122629.208404529,70310.805084228
16:0 Cholesteryl ester,642.5845 -> 369.1,CE,105862.187164331,102962.947113021,102538.567169199,109138.268035892,110349.70828249,109673.587585461,109286.787933343,96437.9267883319,106424.147308326,118075.988769503,98583.007141102,94920.686737071,108656.266906725,110069.608032245,104637.587493891,107949.407745375,100766.347198495,104802.687469485,99552.327178936,105324.22747801,100239.627075191,97153.2868347269,104936.907257086,101650.566864004,88829.906066897
16:1 Cholesteryl ester,640.5689 -> 369.1,CE,119245.768127442,119354.548400884,114797.628265369,123455.069030763,123871.868469241,117199.788269027,117373.688049313,111187.848144526,113508.487915039,129138.108947754,110544.087890646,113455.528472904,123561.948852555,120223.628356948,116119.367980959,122437.328735342,104322.627563476,119607.027954087,108023.907714847,113495.548095695,115146.007995599,108908.007537829,113354.988311777,111371.967651357,94506.427001947
16:2 Campesteryl ester,652.5689 -> 369.1,CE,94368.726409923,87893.925994851,86707.025817871,93618.566741955,101323.867156975,94057.40682982,88880.14691164,90508.906616202,90133.186981186,129633.310241721,84882.406249974,89971.746154774,103837.067382801,118012.16802979,101728.047027601,94142.207031257,86074.226165784,131923.608505215,96225.546417237,121772.40786742,85567.4665832399,84353.20594786,96175.3865661469,89127.786254866907,72105.024841303
"16:2 Cholesteryl ester, zymosteryl palmitoleate",638.5532 -> 369.1,CE,98278.1871032929,94727.0868530259,99770.946685791,107167.068420409,114157.407775893,101644.707305912,95813.266418451,94481.666595451,102778.867157001,112676.608001718,94757.786773694,93434.126556412,109936.488372788,108915.28784179,100547.006805423,99703.8866577,92438.386566162,102708.506866448,99237.947265632,99941.367187518,99601.327514647,92253.046203603,99729.846740717,94804.227081299,82031.485870363
16:3 Campesteryl ester,650.5532 -> 369.1,CE,87567.047027613,84797.166015636,81665.605712898,93858.066497794,100740.627075206,94052.04656984,84968.50610352,86040.885955799,90152.966156009,126628.288452155,83591.485961937,90902.006195073,99018.42675781,107455.128356915,99901.8070068389,90565.385803207,83343.165740956,126862.009429934,93546.046417233,114744.348358172,87565.266632091,79511.205810545,94274.626556373,89473.1660766729,69999.244842529
16:3 Cholesteryl ester,636.5376 -> 369.1,CE,94587.5664977929,91897.9867248529,93015.406372073,102603.426910395,101155.087768574,93633.746582014,90203.286437995,86737.145812995,91960.406311041,97688.5867920091,87337.946075431,90105.386260985,96757.8668212801,93099.446533205,91768.066528321,91963.706726081,93308.346649172,93896.906799319,88273.286621087,92207.90682983,90683.506774904,86750.765991203,91931.3465576149,94285.486968967,83371.0660400449
16:3 Stigmasteryl ester,662.5532 -> 369.1,CE,378691.546691849,386605.648834328,394034.929321226,488097.719207783,675196.040893661,431729.673919624,485962.092102105,404444.087982298,546253.258727899,586856.999450479,360888.446990882,386424.049774238,480660.877227752,529202.772155645,353229.543853765,552210.67611703,377635.083129808,453155.150726354,431781.150451598,382371.512206974,420329.031921433,327586.863586275,436384.507019126,393499.805389519,74764.205169651
17:0 Campesteryl ester_simulated,670.6002 -> 369.1,CE,363221.025451819,380279.70706175,372267.423767242,470199.334853995,676324.340637095,437003.151489328,471320.232849198,406078.129577637,530235.978058128,556115.184143087,351808.787414321,385575.487182567,456959.792999258,512062.776275734,350601.083709747,505434.498077074,364842.987182513,427398.393737692,414526.471557762,386938.769531341,410347.469634935,295904.638702371,404033.58666975,394659.771759082,63329.44442749
17:0 Cholesteryl ester,656.5845 -> 369.1,CE,128397.009521467,113190.968078616,109755.647491472,131778.130065898,149945.810760549,139557.149963398,118876.968536356,117841.928283681,133734.34918213,182513.192047036,116536.248168936,119650.788696282,136037.829528797,157885.311431871,140512.570465069,140025.689910902,113584.948104844,162422.05136114,118272.008148189,149349.389801157,116070.827728269,107392.407440181,122451.109527579,114789.468505853,75968.505310066
17:1 Campesteryl ester_simulated,668.5845 -> 369.1,CE,360537.407959119,368418.561218175,388274.489349158,475552.351532022,686345.412353402,441400.469238309,451101.592681918,400520.751953052,538294.71466055,579902.960998475,375098.828277512,373799.587036255,458073.533386153,528451.458526545,360180.48667918,520563.738159072,359553.688339119,420567.389312766,415612.82470708,360942.462371919,406703.986450211,305376.659271042,416366.751159562,387067.846008301,61279.084274280904
17:1 Cholesteryl ester; 16:1 Campesteryl ester,654.5845 -> 369.1,CE,191281.733520529,174412.493530268,176176.632202144,199270.434082032,210726.955322277,210730.89517211,181885.593048085,176572.952545155,185456.913116444,267739.858032244,171911.012176512,180737.053009007,219537.856475832,236676.297485372,207490.034942654,191780.133880632,175948.472137454,268683.018493658,194657.673278808,243994.596923837,181169.312744129,165922.151641837,195199.053771948,184529.992767333,141119.030303972
18:0 Campesteryl ester,684.6315 -> 369.1,CE,314630.819671566,333061.082305943,356965.764556806,419427.791473421,594107.185150238,406390.832061781,425081.609924469,352483.123840338,488389.348815785,486830.193176057,335073.162048389,318894.600860518,404880.209289353,460454.211181544,313949.703002998,486514.99688705,336583.463012713,340061.804687542,354038.502349746,312365.22018424,380407.011077945,269669.760070762,355060.264373635,350426.684112511,66081.044830315
"18:0 Cholesteryl ester, 16:0 Sitosteryl ester",670.6158 -> 369.1,CE,356519.800842544,354085.484955029,395775.226226684,474892.569915766,672716.23568739,437905.235504041,475142.668487723,400987.346740773,546188.014282476,558880.473419222,355176.444534162,376061.807708596,453560.732391294,513422.395355384,376293.265747049,514157.718658457,359839.904815694,446955.010345591,408386.968871953,372202.683593577,413862.508178778,303522.081054747,414691.730835083,388133.368103114,62574.26446533
18:1 Campesteryl ester,682.6158 -> 369.1,CE,360405.344238252,377039.210907105,393651.270477311,462037.049682822,690632.945739681,454177.689025813,477378.715820324,409691.826476868,551886.617858807,564848.381011728,370990.663360601,378190.547683703,466307.65801995,517733.954681381,356724.845001244,534012.636993356,357420.48294055,391095.946746947,425166.627502458,347530.627868514,413150.587524316,302202.619644012,406995.745300064,392847.488616879,67195.404510497
"18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",668.6002 -> 369.1,CE,352442.623046866,367513.227020369,390110.766677981,474490.491821218,690454.508941629,432268.185394278,462100.511535676,405380.790099938,534772.394653238,570267.260437095,363709.063537579,373740.067321812,472881.756622263,520366.538452013,356772.744445871,516915.555603005,364371.107787889,432718.368011559,411757.004577692,379249.326583697,408604.045562506,296560.557281513,403790.426818844,395472.92462155,65618.76452636
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",666.5845 -> 369.1,CE,369679.342880096,376046.904815671,386643.987884573,489754.97460952,675298.850189356,429225.645691048,469580.86965951,388733.827758716,558638.154663165,578920.040802096,367582.366485579,384790.104537908,481769.192199827,518270.551559534,349515.084533738,523772.01684551,358168.382049443,458658.511825491,415967.648651194,366986.363738952,420661.186737091,299164.599914592,426508.790832707,385752.007110407,66368.984466559
18:3 Campesteryl ester,678.5845 -> 369.1,CE,349292.082824784,384480.426177878,370291.543975834,476166.435760461,662322.423706118,460699.790557828,464722.974853498,387641.512451027,549794.619049039,562725.658203255,363751.788238415,364106.18710316,450245.290222253,493983.876281716,343192.605590844,529475.077270606,357541.164337115,379468.430755682,402181.563110423,356800.769073571,431766.370819038,296073.820770146,399932.987152019,391767.606231736,68087.044769277
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",664.5689 -> 369.1,CE,388598.12640368,391957.027893132,395244.751220535,490122.03570564,675050.385284594,449104.072631792,470013.357208392,407038.607543964,551808.284515167,604811.661926237,377139.608489934,391797.26931742,492119.134704684,535706.21530147,385148.225799589,540072.454010166,381143.304717924,467391.116607763,426900.231964042,387191.687744074,429144.468505748,317619.122924868,444394.839477717,416941.79043575,75326.745574951
19:0 Campesteryl ester_simulated,698.6315 -> 369.1,CE,152933.531372082,120074.388732886,112798.027679446,127430.688842782,132399.129577597,161842.351501436,116140.788085925,106686.386901867,122761.248535149,189519.973327569,115142.50811767,116235.387939465,130787.589660634,134137.20916745,159841.392272954,122943.088500954,112149.387695324,121657.108886715,115899.008117684,159343.13104249,119408.36791995,114100.587402322,121468.548645014,120620.269012458,92507.0466919069
"19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",684.6471 -> 369.1,CE,327517.66525281,351802.96205141,350648.524322474,428813.87014781,580499.198699897,406656.929504341,410811.068786613,374258.12722777,495616.20233174,494590.852294825,329393.502746482,331137.14007569,405724.926590044,446119.449371312,311251.144622792,479837.993637003,322142.525131084,332413.563964873,355944.706542995,311042.801757767,375049.603424101,267162.738769792,372139.101775998,350327.966003377,66404.944946291
20:0 Campesteryl ester,712.6628 -> 369.1,CE,146873.97061157,112261.428009021,111636.927551268,122044.449371334,131496.809692355,150167.451324424,121216.429138161,113730.227905252,121009.188293499,188382.333679232,112954.527832035,112001.307891826,126165.548889167,135751.829650898,159789.770446735,116202.008483879,114443.627990737,122986.748840345,120397.388336189,150277.150573721,114450.927795418,109883.067474369,115277.468505865,114270.808654778,91109.726715085
"20:0 Cholesteryl ester, 18:0 Sitosteryl ester",698.6471 -> 369.1,CE,153690.59057613,118468.628540049,115877.808288567,128173.529449452,138330.329650874,156877.531433092,117001.868530264,112519.147644068,125053.609405503,187295.252044677,116945.987670872,114722.087677008,131887.909088161,136721.269531263,163575.831604118,123974.809020995,109667.668090812,125657.788879405,118012.548278803,157155.191589448,120114.948059053,113478.408020028,114831.828002937,119675.188568113,92036.586273186
