lipid,transition,type,I1-1,I1-2,I1-3,I1-4,I7-1,I7-2,I7-3,I7-4,S1-1,S1-2,S1-3,S1-4,S7-1,S7-2,S7-3,S7-4,Blank
Lyso_PE(24:1),564.3951 -> 422.3951,PE,9658.9807014461,6831.5604820254,10007.7207107527,9933.9206619264,9315.6206359873,9101.6206741356,8627.9006042446,11212.1207504242,8115.6206016571,8528.4406738356,6891.180511477,8534.8206024195,10667.0206947278,11251.0608367906,10417.5606498729,9157.3806762661,10348.2606811561
Lyso_PE(24:6),554.3168 -> 412.3168,PE,9675.5007514985,9748.7207298262,9418.0006408658,11236.3408393853,13886.120971672,14615.0008888264,12212.6608581415,12631.5609436021,9216.0206108052,9948.9808044384,9560.9207878106,12653.1207733233,15884.8211860597,15923.0411338689,12232.2007331783,14037.9009742753,10899.2407608025
PE (12:0),398.2303 -> 257.2303,PE,24878.021514891,25548.741806027,27112.681793206,27496.902435307,25344.1416626,25767.041595451,26859.041900637,26207.282188408,26327.322036748,26531.181945794,23926.341766352,25656.681747437,27208.28237916,26587.121978753,28349.96165468,29628.7221908617,32124.582565312
PE (14:0),426.2616 -> 285.2616,PE,20635.421569831,20392.9616394038,25366.921859744,21592.421424876,20753.2213897605,21489.90130616,19514.701370238,22814.601715086,19192.061477665,20719.721511846,22115.221435554,20678.121429441,23413.62155152,24983.881744385,21170.221649167,23091.321502689,22959.0216598463
PE (14:1),424.246 -> 283.246,PE,72952.585510204,105781.466919008,157489.915710395,102328.167053263,85707.887756396,103751.325988762,93379.587982137,105621.428161612,46858.423339827,47441.223083494,62601.783874537,92291.487426775,84207.066955569,131166.68988042,102915.406677216,126941.147582964,47099.722869867
PE (16:0),454.2929 -> 313.2929,PE,30616.582153319,21350.1214370767,53008.343704273,25467.901626594,21650.201492304,21649.481491089,26663.602005011,23156.761657708,34226.142333979,29794.94215394,21710.6013031028,19686.521423345,23981.161529535,25526.041503907,22293.081405638,24985.841979976,23026.061813344
PE (16:1),452.2773 -> 311.2773,PE,33344.602050773,32029.182037362,32750.481933593,32335.182617201,31957.382385251,32859.34240722,30639.342102042,48822.542877157,30947.562347407,29345.782104488,29817.861999499,32949.501983633,32192.461975099,46758.623260576,32685.342437735,39645.062591543,32594.522247321
PE (18:0),482.3242 -> 341.3242,PE,49649.643524083,44271.103034955,105387.128723147,47460.563461293,42620.72271729,42517.422271773,57020.984298699,50675.063613895,57326.743408159,51776.383392434,38904.321899415,50348.143829421,51728.703948988,47755.50350954,40177.843246504,53048.544433556,78271.885772704
PE (18:1),480.3086 -> 339.3086,PE,21459.56141664,23453.301742555,39504.663093571,27445.921737669,28567.282043458,26612.841781622,28513.102127077,22854.901626586,21244.401626591,23406.321411132,19975.001464844,20852.981193543,25130.661865239,24745.94149017,22145.681663517,24657.801788328,24831.901718131
PE (18:2),478.2929 -> 337.2929,PE,20092.3412704519,18539.741249092,26240.381607064,48065.0042533317,25328.82157898,26195.042007454,18843.161239623,20472.921463014,18304.061264036,18877.881454467,20458.92112732,20457.241310119,22236.361564633,22737.461761481,22159.601593014,22094.561325079,33625.642105071
PE (18:3),476.2773 -> 335.2773,PE,15246.721084596,18039.9013824474,18603.9812393243,19617.561439521,18883.2414550691,18211.181304937,17289.8414535563,19345.4414138823,14252.6610488955,15836.121032717,15849.281127926,19282.4412155103,20052.901458745,21586.9215698128,19751.0214309653,20727.601623536,16127.961235044
PE (18:4),474.2616 -> 333.2616,PE,20751.6816787726,17537.361450185,26589.861831675,21517.3414917,18649.061416623,19057.461227424,16674.34130859,18042.781379716,17708.761260984,17540.121246328,17027.1611023003,18166.341217041,17158.5610427862,17378.7013702363,17912.361114502,19107.881484983,19377.821327212
PE (20:0),510.3555 -> 369.3555,PE,49898.3439102856,21615.4017562875,53281.725547794,16831.9612960783,16318.061180113,17010.901206969,17842.841232299,17960.0613098153,37468.6823501471,31425.4820098875,40273.6224669974,16013.9010162322,16487.921127312,19567.161285405,16180.501243586,16488.2810134902,16898.101188656
PE (20:1),508.3399 -> 367.3399,PE,15905.98103333,15725.721092221,23268.3415527301,17306.660995476,14290.541061411,16487.580963125,15873.7611083981,16012.681068422,15301.2609100289,15150.361007692,16341.0809097294,15491.6611557106,18007.761238105,17314.0811080903,16936.9013557436,16499.4009246787,16654.741256704
PE (20:2),506.3242 -> 365.3242,PE,17709.241333009,14581.6811523453,21275.381446835,17059.021171571,15856.2810211167,15331.721160888,14623.0810012864,13860.981071468,14515.12117005,18665.2814331031,16531.4211578436,15350.0012664768,15512.2210388236,16704.2612991287,14400.501068117,17161.161300661,15692.061050414
PE (20:3),504.3086 -> 363.3086,PE,72872.564384459,71215.704421897,63456.505767873,61410.524566727,54717.464057928,73782.844696026,60340.664550779,59065.5054398066,69443.386184772,97135.109756413,73383.384796192,83119.448387143,58192.185195952,78058.727279688,51125.6646423606,67297.364807198,39577.2228698666
PE (20:4),502.2929 -> 361.2929,PE,28735.842575062,32640.082824711,36048.522689818,23252.38130188,20310.601486207,21433.2615356348,23735.021896362,21851.121650695,31100.46221924,31348.3819046266,29077.96259308,22671.4217033455,20358.0411834747,23977.581832893,22830.1618957531,24296.521652211,24745.7019424461
PE (20:5),500.2773 -> 359.2773,PE,222705.29724121,131142.13171392,92837.465637212,94829.647674554,86927.905731154,75586.405731301,100333.348541258,99968.147094751,85110.845672562,302166.620056155,138492.827178992,140279.568634085,83959.624420106,90549.746826151,180767.791809,163883.831512394,244286.397155755
PE (21:0),524.3348 -> 383.3348,PE,16382.521072388,16488.5612792978,16902.701080335,18201.62129212,20772.901397697002,19765.7611236563,15855.3412437497,15371.961074828,13415.9609756422,18145.761138922,14198.601112363,17417.460990909,19433.7213592482,21392.8413085979,18494.941665645,17561.2014083801,14792.120956426
PE (22:0),538.3868 -> 397.3868,PE,16150.061012271,19797.0615234454,17065.3812408516,24750.721542363,33918.501640318,31247.98192597,26100.6020965543,25630.441810612,13906.7010993964,13034.3008117666,15229.4810028075,20481.9210739159,36824.3026427653,41142.5028495729,28648.521949763,27306.562019339,14189.2008438078
PE (22:1),536.3712 -> 395.3712,PE,14562.1210556028,13885.2009353609,15148.461082462,16014.9410171478,16628.6410903875,16132.3011703408,16720.921173096,12161.2808837895,12697.1409683204,15611.9609374918,12546.3009948684,16172.20118713,17711.3213500926,15374.220916754,16421.921218874,16822.901321417,16086.681083681
PE (22:2),534.3555 -> 393.3555,PE,23515.08177185,16343.661247249,18436.081108087,18633.121231083,22064.701393131,20302.7816009532,16584.341270445,20173.921264649,14758.641120906,16120.601394648,15104.621124268,17799.121299734,22486.9013443008,23506.301803596,18976.101516715,19752.901435856,18813.361251828
PE (22:4),530.3242 -> 389.3242,PE,20375.5213394214,18147.1811981205,19925.3614425702,16514.981369024,17934.061256406,13278.5610504174,15279.9010467469,16756.5009765615,15569.0011978219,24757.6617355409,23309.9620819052,17083.8412208585,14952.92108154,15626.5011978053,23985.8017730725,20230.1015472423,34795.222137474
PE (22:6),526.2929 -> 385.2929,PE,86511.126632733,23649.541625975,84811.865264862,20291.281616212,21820.34185791,21081.341567998,27442.142005926,22142.281631473,47776.0633697413,37857.52257539,52638.002761885,19334.361358634,20463.881301881,27655.90156555,25388.242019656,21859.401763917,20548.021438592
PE (24:0),580.3974 -> 439.3974,PE,17484.9210739159,17045.621185315,18411.921340948,17300.441131597,18336.061325076,20665.721405019,15306.6210212748,15824.681137088,14925.341239933001,19397.541519151,16036.8210983323,16089.12109375,15681.4011764532,17497.8611908,17676.081253057,18279.021186833,16419.701278679
PE (26:0),608.4287 -> 467.4287,PE,16360.301193236,16936.601112368,18476.581451422,19320.881378167,16282.10114288,18412.62124634,17857.121253974,18037.2012214758,15820.681121821,14247.240966797,15401.6610412574,16074.441131593,17642.141349794,21601.581527709,18231.181488039,19943.041381831,16952.501144417
PE (26:1),606.4131 -> 465.4131,PE,18264.881271357,13502.8810272261,15645.561103813,16650.721160884,14799.641044616,15733.881240846,15080.8808288482,15231.8410720786,12747.48087311,13721.340896608,13957.740989683,14870.9011688316,16208.5811309779,17569.101219179,15971.4810638361,14761.2009506201,15213.060981749
PE (28:0),636.46 -> 495.46,PE,19618.741516104,14901.881057739,19835.001510631,16865.181098934,16363.8211593644,16036.9011459422,16278.701057435,16513.3411559925,13730.580963134,16347.5210037245,13710.8810119682,15712.081169126,16064.04110718,19499.361251838,16580.28137207,18517.901351924,16463.2012939508
PE (28:1),634.4444 -> 493.4444,PE,17810.5411834743,15102.041175844,19636.121234895,14851.7609672547,11729.4207305906,15868.681022643,14090.7411384623,13989.0409355193,11580.740802769,15213.8210830633,13778.760871894,12499.5807266218,13843.5209121639,16634.7410278449,14987.1811676041,16136.841148381,14876.4212722816
PE (28:2),632.4287 -> 491.4287,PE,30311.0822906356,19687.861625667,20874.0014953583,17031.6011352514,21088.321380624,17441.761100767,19778.8613052373,21090.521457667,14768.6812896697,23266.661438003,19486.7613754248,23702.6814651539,16812.4210128773,20062.70140075,31081.821716314,24314.201675416,30328.7819633284
PE (30:0),664.4913 -> 523.4913,PE,29047.481765752,19100.061172482,26593.702026368,20802.421661379,19374.801132206,17547.921264636,19244.34124756,21532.721534725,18086.92129517,20370.36132812,18430.761367792,19810.861312869,20545.281249998,22848.861679076,18802.941497797,20455.601196287,18378.681274407
PE (30:1),662.4757 -> 521.4757,PE,15036.90113068,13009.500892647,15257.3211288423,12846.6210403395,13835.140876775,12280.6408424348,12607.020812994,14400.3609237679,11554.3408355667,16746.7210082958,11391.1806640538,14167.0209579511,12568.5209274266,15196.781051638,13606.461036693,14706.9209060625,15942.0810012803
PE (30:2),660.46 -> 519.46,PE,14142.7409133913,13401.8611526558,15130.2009925809,12936.4809684702,13435.6208343484,12077.160903939,11768.5209503236,12738.4209671012,11627.8607864373,12338.5408859233,10810.3008041325,14142.8410224922,13561.9608306936,13894.0811347847,10943.2407531725,14067.0807952932,13544.2210845993
PE (30:3),658.4444 -> 517.4444,PE,31726.1019439138,14895.2608261148,23779.4815063418,14683.4810867246,15680.4212722792,14719.601211555,14338.4611740145,15054.921226509,15612.4209365883,17008.0614929145,19911.841327666,13993.320961006,15062.56078339,23213.101470946,15266.4012680036,16029.8611984328,14834.2809906017
PE (30:4),656.4287 -> 515.4287,PE,21547.1016769419,13784.360923771,21115.0217132489,12128.5008697578,14197.1009368948,13599.380905148,14106.981002802,13854.0208511373,14191.361129759,17863.1812896805,13588.5009727479,13612.221061698,14285.9210929825,18103.6012344353,13488.1609344516,15319.2010650545,15027.460975649
PE (32:0),692.5226 -> 551.5226,PE,127919.390960748,160260.529968188,124811.267440787,80428.406616208,68427.244995204,91787.285247682,100804.327484083,72651.966125478,152188.828125024,173629.07464602,140457.310256978,95696.56977844,91383.747222905,99865.527282717,76224.245086687,98800.447296097,50251.962951688
PE (32:1),690.507 -> 549.507,PE,15994.9212265031,14154.2010116492,18428.001121526,12964.1008529593,13874.9609680163,11989.400878904,13647.8208465577,13749.0209884695,13608.2809295659,13911.4810447637,12369.280799858,13876.6409149168,14226.7409133949,15421.8809814436,14941.521163932,13383.8609619103,15758.681137083
PE (32:2),688.4913 -> 547.4913,PE,29584.0418357881,21669.601661683,22729.101486207,18452.1013565089,18688.6013717593,20066.2016220117,20946.041366577,21765.0016708427,19558.781539908,19046.561416633,20487.6611175554,16845.5411910975,17798.1210479724,28275.6626129168,22782.9016571075,23109.2818450909,14930.9810791055
PE (32:3),686.4757 -> 545.4757,PE,40124.1429519946,26870.6623420678,44163.003074681,23788.0416259736,23188.4615631091,29045.2223968588,21692.8817062289,23265.241615292,28986.942008975,26810.0221481413,24757.541923527,23704.9817123324,27522.3818664523,32861.302078242,26009.4615707473,27332.062042236,18408.9414367555
PE (32:4),684.46 -> 543.46,PE,14186.221023547,14813.1410140954,17618.461212157,17026.041091911,16805.161285407,14874.621093757,17029.2610931445,16240.581153867999,14699.381011967,16331.9411010809,13929.180938722,14449.1009521445,14469.5410995538,16968.621261597,14371.401016235,15462.8211212146,16300.741065975
PE (32:5),682.4444 -> 541.4444,PE,14245.4810562184,11594.400932315,14062.020942684,13449.7409973086,12253.1610183738,11139.0007247866,102363.645668054,12601.0007362308,13331.92098236,12659.3408737159,13482.3609847992,11613.9607772774,12359.5407638526,15988.601066585,13955.9610443052,11103.1408081029,12152.6408805909
PE (34:0),720.5539 -> 579.5539,PE,25221.0218582147,21845.501319884,30530.602119444,18236.561195363,17839.441116338,19511.841308596,19020.541351315,20047.581436163,19504.581176747,20717.621513376,20087.2615661682,21756.461715708,19803.081451421,21691.861503595,19237.061340335,21908.021636969,25443.202163702
PE (34:1),718.5383 -> 577.5383,PE,24312.2015075697,17805.3812484752,44833.522949204,17495.501312261,17236.3812179537,17923.4411163265,17312.381042473,17093.1210937482,18829.321456911,18786.7611618008,22829.3616294807,13814.82109069,17646.261230479,22008.121932972,16166.6411437915,18446.28132629,18004.861389165
PE (34:2),716.5226 -> 575.5226,PE,27506.0019378196,15667.960998535,39446.623413065,15559.6010437053,14883.0212173431,15290.9011192271,13227.3009109597,16125.061080929,16357.161247257,18583.3409271169,17926.621231082,14186.9010849003,15267.7209243778,19174.601295477,15280.061195368,15874.2809257511,16531.7409973078
PE (34:3),714.507 -> 573.507,PE,18403.541503905,16154.981117248,22045.721603386,15107.8011588994,14126.560966496,16353.841064448001,14244.22093201,16895.0614318891,15102.661102301,16855.121314997,18332.5008583029,15907.8412284885,13061.7810211158,19100.8611908011,17887.3412094085,17529.3011932453,15161.3011093105
PE (34:4),712.4913 -> 571.4913,PE,17189.261177059,15786.8412933358,18503.6414489749,13754.581085207,14731.6210441589,15124.581085201,17614.001396181,18201.26119994,15072.4809265205,17080.261314395,15554.8011627156,15854.940979005,16603.8410644517,16077.2811584461,16085.3410987753,16473.021224982,14253.7212142982
PE (34:5),710.4757 -> 569.4757,PE,48852.8626059971,36748.4826622,39322.543014507,33457.4424820285,30025.3427467372,37290.0229415812,34846.242504158,32687.882164001,39598.3625336133,37303.6029587062,37951.9231071781,34847.002250621,35830.702316276,38660.642707792,36676.1632385169,32488.8220901536,22498.3215789779
PE (34:6),708.46 -> 567.46,PE,18806.9014663725,15594.2411880545,21094.621276856,17081.961166384,16033.141281128,13914.0811538757,30034.94181824,15453.401184074,16365.841056832,16657.861137394,18116.6413993722,15943.941001895,16186.6813125642,19595.3215332086,14351.98104095,17829.401321409,21777.301467887
PE (36:0),748.5852 -> 607.5852,PE,41383.103645298,41646.822990384,51991.723602309,26917.7817306614,24707.801818845,28810.3816986044,29848.382301325,26800.141586305,48078.104309031,52377.503654397,47910.962432836,30457.0622749237,29294.8824195793,33887.5620651191,27706.081802366,33005.342887882,24289.041358954
PE (36:1),746.5696 -> 605.5696,PE,50444.022598309,29996.821884165,131536.107635459,26949.181793214,29603.322311407,26449.661972047,27271.221786498,24286.941574082,30454.442108166,34495.722152711,41289.042266847,23952.881652838,26932.781799317,36547.04287725,27046.602157602,28703.521942127,21916.241653446
PE (36:2),744.5539 -> 603.5539,PE,30943.062744141,24215.701629637,63996.724250709,18727.061294551,19917.421432495,19111.241409303,18497.021339417,20915.32133483,19995.101638796,23071.801742557,24304.341705314,19951.561294553,20345.201370239,22279.201370235998,19734.761367797,21242.461502058,20445.5614700232
PE (36:3),742.5383 -> 601.5383,PE,18127.661376959,16329.081115722,30991.52241515,16511.301155087,13902.6409301792,15987.2410583451,15609.7812499985,15800.7411270122,14930.7411041236,14974.6810569714,18302.4013443007,15874.321006767,15845.921287532,15705.540977474,15874.6011886565,17276.581207268,14912.140991209
PE (36:4),740.5226 -> 599.5226,PE,19852.7414474456,20689.361450187,29155.742019651,22763.281669619,16345.6810913118,20564.181655886,17289.961227416,18274.9012451169,16079.3810958949,18777.401306151,20977.961364735,17069.1212005603,15862.06115723,18217.401550298,17702.321441654,20132.061462407,18643.201316831
PE (36:5),738.507 -> 597.507,PE,22567.301612857,17311.341339112,21389.741386402,14120.5010223345,14195.641113283,16811.681243891,17085.741104115,17059.921157846,16436.561317444,17166.261123647,17416.221405028,15529.681159968,17334.061256405,20414.22181702,17343.701324464,18140.421310417,16131.621261585
PE (36:6),736.4913 -> 595.4913,PE,21417.24160767,18870.521278374,22375.161643987,15537.24121094,16331.5613250762,15133.220939638,17993.881187439,17203.7211303627,16913.461402891,18433.3813362081,19137.641502384,16569.7812309206,16309.441345206,18751.241546626,15315.6810531613,17390.7013015788,16640.3612213072
PE (36:7),734.4757 -> 593.4757,PE,20733.101577759,16741.161025994,21682.681663513,15543.78113174,16405.621162418,16682.081192023,17066.101150513,16030.7413864132,14745.040946964,15270.3610992367,16675.9810790963,16259.121002194,18031.321258542,18979.8211822542,14434.84101104,15557.2212524452,17778.061195377
PE (36:8),732.46 -> 591.46,PE,32157.202316285,21231.201583868,35844.10292052,19769.6614761331,19639.521423342,21043.461593627,20534.961166385,20156.7618026818,16524.481246957,21422.38156128,21751.4015693673,19101.501396178,21017.3615074155,25501.661811822,21211.801422119,22067.061409003,19173.521171567
PE (38:0),776.6165 -> 635.6165,PE,76620.58596807,61938.224243165,79035.26565559,63483.424362187,55219.92445375,60934.145324706,74194.964447032,61289.843925501,52628.7236175548,53613.183136001,56948.704132072,66351.624557464,72023.204544045,73906.7463150717,68465.365356425,71580.3454284309,72386.445144676
PE (38:1),774.6009 -> 633.6009,PE,33906.482498171,26501.141418446,40185.722320534,27965.522216798,25300.3418274,27562.081695556,57917.103622434,27753.941986091,21232.521423335,27731.762130727,26577.701873786,26209.861968978,27879.241989133,32584.802185053,27658.26176453,28683.662063584,31942.822006234
PE (38:2),772.5852 -> 631.5852,PE,17774.601257327,16648.781097413,26505.681732179,18934.9613265985,18206.5811767555,18287.5212326028,19846.1613998375,18696.301200862,17011.4212722851,15777.6609992892,18076.481494917,19509.26120759,18988.821327215,19432.001518256,18551.881477366,19296.141197208,21283.461715694
PE (38:3),770.5696 -> 629.5696,PE,20656.2814636268,15819.881080635,27849.3817748961,15685.141014096,15620.5610809275,16234.2211608896,16527.6410674954,16428.0811538593,17789.381164556,18372.861312858,20662.341423034,16206.921310416,18185.361106874,20376.5014572128,15300.3212127695,17256.221405038,18155.3013458328
PE (38:4),768.5539 -> 627.5539,PE,28386.1222457859,22547.2813262948,48432.4234161512,23964.461280822,17110.9413261488,18476.221496581,22228.9813385102,19406.0213165277,23454.9818725528,20714.281578067,32657.40235899,18091.021217349,20016.1216735718,20275.5212631229,19030.821304319,18247.321380607,15593.021209717
PE (38:5),766.5383 -> 625.5383,PE,28390.5419082786,24890.361175536,33478.0429611073,22382.842025761,20329.641571045,23715.161888124,23635.401901242,22035.7216644294,21093.7013664212,20683.781417848,22568.94149017,19099.901214593,21377.041564936,25671.86152649,23151.201675413,21280.761413571,20876.54174805
PE (38:6),764.5226 -> 623.5226,PE,22379.6820831345,22683.2416000382,23366.021865852,17140.7813491913,16538.9211502002,18876.3616332953,19439.481399531,18917.041358942,17712.2813491918,19608.381317146,20288.8613128783,18248.9213066086,20182.5213966414,20654.461814875,17914.341369622,19955.661590572,16751.7612228421
PE (38:7),762.507 -> 621.507,PE,24530.701583871,20324.021469113,25519.68180848,25197.0419311558,31193.022499076,32060.141998283,29306.202247628,27251.282012949,19486.941322326,22481.201484679,21725.541587823,26442.741928092,48121.542541465,44840.803024298,29004.1018829326,37256.042327877,17921.90110779
PE (38:8),760.4913 -> 619.4913,PE,32425.22247315,23121.861633297,39422.763229359,23367.7216415387,24637.301727302,23480.281707762,23024.781616215,23518.381530759,23930.761566148,28117.942260744,23953.461730946,20819.901412957,23518.741760258,28358.40213014,24113.441833489,24798.3618164,22027.941589348
PE (38:9),758.4757 -> 617.4757,PE,22071.301589965,22599.3818969749,29140.701576232,18952.781387326,16955.541076662,18299.9012603707,18288.061134335,18552.3814315761,20904.441429129,19737.8417053293,21125.7213516304,17966.401275629,18342.941421499,19881.841339111,18559.561538697,20895.0613784771,16107.401260382
PE (40:0),804.6478 -> 663.6478,PE,135405.568878121,120845.952331608,153064.812500047,97536.526611372,68861.065002408,127477.389770658,135938.589721658,92109.707031164,142354.588775543,180263.934021043,173452.651855432,111450.52886955,123752.128051824,129047.568420423,87659.226837136,128860.090759221,63848.224884096
PE (40:1),802.6322 -> 661.6322,PE,19164.521408082,18321.181396484,25588.061996456,18088.961227421,16503.381134038,17495.40112305,18325.78126907,18095.721115106,16697.521072391,18234.841415409,17450.181144722,16876.441192632,19008.901626593,21521.321479801,19497.541503902,18131.821090695,19202.301330566
PE (40:10),784.4913 -> 643.4913,PE,16279.921203602,15857.5410079903,18716.041275026,17239.261367798,19368.141387944,21081.3216018572,18525.101196285,19132.301147459,14260.801063536,16354.881134033,16359.001205439,17072.501304628,19780.601127631,21167.9212341308,18959.961456309,20179.641258243,17163.1413040076
PE (40:2),800.6165 -> 659.6165,PE,16479.941253661,14511.3810958865,20151.7415084713,20104.601455696,18917.1013793978,20451.381401054,21247.5615539483,19110.541450499,16363.041107183,15500.46090697,14633.5610580489,17764.80110168,19216.761550892,20512.741394041,20988.4017028843,21635.8414306593,17986.10157776
PE (40:3),798.6009 -> 657.6009,PE,20769.8416976817,15301.7211227432,19409.621414187,16165.2610092094,15613.9011459319,17294.281257629,15670.561195377,16295.821243289,15051.4809570328,15782.5611267012,16067.9412612907,15530.381164554,17894.9013404835,15424.9809417678,15492.3410110541,14680.4410324113,15996.6411819472
PE (40:4),796.5852 -> 655.5852,PE,20783.1413040103,15918.920959476,23464.5617828336,21534.7812271,16699.581192017,18886.561164861,17534.7211990296,16484.8810882615,16592.9410400458,16567.461353291,20488.941627499,18252.361434942,17353.921203612,18447.601303111,14752.8609046978,18483.721199033,17950.1413040238
PE (40:5),794.5696 -> 653.5696,PE,21760.521598806,21125.701385499,27989.7217178446,19146.921195984,18065.4413604791,18009.1611862104,20107.241439822,19623.441314693,18856.6413421636,20347.7613983045,22772.861434921,18760.961303712,20477.701492304,21909.821624751,15953.1611137421,18525.061294563,19982.521514891
PE (40:6),792.5539 -> 651.5539,PE,26188.401748662,24942.081733694,28820.5822677569,20671.3812255831,19733.361274722,19787.721511836,20518.5415038959,20111.521270756,22663.4817428576,20369.761566168,27924.802246102,20634.6014213531,23947.8614578216,21899.381332396,21437.18141938,21305.5213394072,22317.0613479605
PE (40:7),790.5383 -> 649.5383,PE,49558.463317859,33727.722412112,41381.18304443,31642.002227785,33359.322341908,35760.562301636,36880.742584221,35106.701995848,37034.722930918,35099.58222962,40405.542755136,39813.603179935,38236.24250794,41194.063308694,40923.822875966,41227.362533564,34199.542465198
PE (40:8),788.5226 -> 647.5226,PE,28495.7819366512,22598.501602169,30464.462265016,22025.521972644,21933.981933595,19823.101493836,27555.862060542,21504.261703496,21375.001579278,23607.121780399,19596.601318363,22962.421630853,25287.38194276,24688.701507569,23970.081726082,24185.561813357,25405.902008055
PE (40:9),786.507 -> 645.507,PE,14998.3010101326,15964.141067505,18082.541229248,17146.6013488768,15572.6210555925,16093.6211013788,18776.7413940476,16494.0012054407,15364.501083374,15141.9410095219,13647.860870352,16159.761032097,17547.1411895605,16749.641181953,15365.7809753403,17371.0814514144,16324.381324766
PE (42:0),832.6791 -> 691.6791,PE,12886.6407890305,11988.1207580607,17815.9012832602,12927.4209709192,11599.8408584577,12877.2608528152,13599.20097351,12750.7410202071,10494.8407592726,13301.101013177,12010.8607482869,11523.720817564,12298.9008560135,14771.3608207741,12034.6609344485,12660.6208953873,12785.8008651654
PE (42:1),830.6635 -> 689.6635,PE,16850.7011642463,12981.580879211,21681.3012123115,20965.5815277053,22532.821807853,18515.9410171535,19826.7814331074,17421.1214676042,12244.1607360859,14653.980850222,13973.821006769,17753.721321097,20632.0814590487,20003.701484668,17368.3810577344,21167.0013732859,14586.8611602706
PE (42:10),812.5226 -> 671.5226,PE,11960.180877685,12078.040729516,16541.160995478,13489.3610610924,11641.0008697513,14181.281066889,12928.9010238696,14223.5210647535,12700.880805971,13058.2809143053,12414.9407615641,12136.6207962059,13353.3609161475,16424.8213615484,11517.5408516035,13230.06084442,12875.2609634309
PE (42:11),810.507 -> 669.507,PE,15371.1010436998,13746.4008407566,18312.1411972063,13707.2410125716,13407.7010345494,14218.7610626197,13685.6010169938,16814.2011566105,12608.7010040282,12362.4208526571,14623.3610534655,13614.4608612043,13726.66088867,17727.0213165136,13668.4609756539,15717.5211639375,15941.1410980268
PE (42:2),828.6478 -> 687.6478,PE,28049.4219818019,24522.6416435398,30776.6420402446,25635.6619377152,26834.7216644301,24749.5017509391,24241.6817054726,25333.4418411194,22922.6617011958,26033.461791999,25442.9817962702,24852.8418388378,26173.6019210689,26144.2617759679,23125.2216186445,27570.28192902,24199.1416549567
PE (42:3),826.6322 -> 685.6322,PE,24541.0819320671,19461.721584316,21709.7615356394,20673.701530459,21060.4815826326,24420.24157715,19944.821739199,18124.9612045282,19098.04144287,19052.6613311802,18479.2413635304,19383.5214538575,20526.6616439758,22284.841781606,19887.041091915,20013.501586905,18836.701179506
PE (42:4),824.6165 -> 683.6165,PE,14635.681068417,12389.5608367923,13158.4810256948,11625.3008270298,11483.2607879646,12299.460937505,14114.2608985898,12398.8610000588,11742.1407699564,11166.5208969121,13472.7409286474,11711.3409652751,13089.5009002642,14366.2209320138,12300.6807975784,14067.70101165,13493.0210647562
PE (42:5),822.6009 -> 681.6009,PE,12008.0607910219,13058.1809844992,14439.9409408586,12883.7408676081,11492.2408866847,12702.9609069816,11609.9807968134,12496.9808731158,11938.8408889767,11502.2809448237,11672.6008911117,11594.5408325195,13393.3409805227,12953.620941164,12034.2808532769,12262.9807586674,13655.9610671952
PE (42:6),820.5852 -> 679.5852,PE,19672.2015457206,15084.161003106,19777.7614211976,15263.9011268602,15474.3410224896,16047.3011703506,16028.3810501073,15550.1411361686,14660.90097808,13910.1610870314,16140.500961297,15852.621177674,15213.9209861721,19060.3414154088,15205.2213287406,17629.241207118,16193.520988467
PE (42:7),818.5696 -> 677.5696,PE,18174.3412628181,14814.10086823,19726.7016448936,14803.3211059516,14386.38099671,14345.50096893,13741.901062019,13128.3609733623,12870.9408569285,15120.641014107,14028.260971073,15200.681121822,13848.7210044876,16840.121368412,13926.1610107429,15766.8210907018,15363.3412246736
PE (42:8),816.5539 -> 675.5539,PE,13139.8809280463,13254.700775153,17605.00119782,12830.920783984,14283.200897221,15382.9210586509,16686.0211029072,13012.940940854,11912.5609741277,12253.3409957862,12274.2407188421,13158.320930474,12858.8209304834,14061.9809493978,12654.5208969108,13099.5207443275,14851.6212844884
PE (42:9),814.5383 -> 673.5383,PE,13734.940956124,13265.4608688355,19335.8812866266,17666.9212951641,16719.7211914077,18297.0213241488,17390.4411239622,16478.2812728842,13536.8010635332,15140.9009704557,14317.0810623205,16904.8210830661,21580.901374819,22228.90145111,17603.0011444079,17869.3012695344,13940.780883789
PE (44:0),860.7104 -> 719.7104,PE,9588.0607604957,10536.4207420328,12359.9808311549,10835.2807045079,10455.8406295688,10259.3207855234,11442.640769959,8884.5206184294,10550.8808441209,9213.0806350712,9416.6407203649,9758.6206970228,10262.8407211315,10644.1405830382,9438.7606124867,11000.7607078496,12439.7808303799
PE (44:1),858.6948 -> 717.6948,PE,7929.4405670191,10273.820594795,12148.9409484867,9355.5206604011,11080.560745238,11021.1208190916,9831.3007354753,9975.2205810517,9448.300643921,9811.4006881694,9763.1007461609,9639.3406829779,11101.9607734648,10405.8607063269,9687.6406822233,11111.6008415226,9921.7606468174
PE (44:10),840.5539 -> 699.5539,PE,12062.2008132927,11697.2408447226,11842.4408493053,11759.3609085073,12295.0608138965,12594.9608955486,11354.4607391297,11776.7608871465,9498.3606872521,10839.9606933594,10755.160766601,10221.2807006803,11149.1008071887,13580.3210067736,10105.9607582159,13212.7209625249,10758.5407867384
