"lipid","type","logFC","logCPM","LR","PValue","FDR","I7-1","I7-2","I7-3","I7-4","I1-1","I1-2","I1-3","I1-4","blank","mean1","mean2"
"PG (40:4)","PG",0.068406515489591,5.66193717666372,0.0669961125876171,0.795761723976643,0.959935572743768,12464.50093841,13525.6810226381,19903.02143096,12518.7608413625,14132.1809921267,13773.4608612,21490.041473392,17049.441055293,13375.1409530684,14602.9910583426,16611.2810955029
"PG (40:5)","PG",0.120034253275684,5.84119609086391,0.206270797599189,0.649706149951957,0.953304946665784,16184.741149908,15903.0011138821,19488.761451721,17014.7613525367,18367.061080932,15295.4411430379,25063.6818161083,17174.3810806199,13294.9409942632,17147.8162670119,18975.1412801745
"PG (40:6)","PG",0.152944236862615,5.73805973296809,0.33480127662625,0.562845506236826,0.950992915165383,16686.601295471,16367.001140592,15772.6010284444,15438.3011245669,16846.181106565,14267.721092224,22667.721328736,15587.6410217209,12939.5810546836,16066.1261472686,17342.3161373115
"PG (40:7)","PG",-0.0623035783216909,5.76733079907706,0.0555805873926687,0.813622513256447,0.962079701694234,17158.3212509195,15181.0411453162,15220.4810791012,13361.920837402,17161.9212188748,17173.9811477647,26632.8017425439,15795.661003112,13271.2809448209,15230.4410781847,19191.0912780739
"PG (40:8)","PG",0.0217174094967971,5.58614452601392,0.00675305271585103,0.93450599491164,0.984965637271394,15095.9012603712,13780.6609268171,14744.96104432,12576.9209671037,14660.361221309,14082.8809356649,23947.961898812,14280.061126705,10277.1006927529,14049.611049653,16742.8162956227
"PG (40:9)","PG",0.158498467369776,5.36885415278848,0.359457478659095,0.548807692422365,0.942161829766377,13399.5409317008,12471.1808853154,12515.5608940092,11999.1808433471,13186.540901186,11762.30079651,16646.7610321057,12268.1008834859,9198.0207023562,12596.3658885931,13465.9259033219
"PG (42:0)","PG",0.103692917068002,5.34388073123773,0.153882372898039,0.694852493523594,0.953304946665784,12020.4808654789,10993.0807304402,12291.5808029136,11572.3208160389,12367.4609374983,11361.8607978853,13963.2809753449,13552.7409896892,11723.6407623309,11719.3658037179,12811.3359251044
"PG (42:1)","PG",0.232605073380863,5.40201814447474,0.773725289363345,0.379067065765278,0.892238046306008,13294.100967413,13298.380912784,12348.9609451306,13226.8408966106,12872.580993649,11940.920822145,14475.961074833,13032.5409851076,10358.160667418,13042.0709304845,13080.5009689337
"PG (42:10)","PG",0.028002964117145,5.13234199659451,0.0112231493493908,0.915630459940444,0.983154945946513,10441.8607559172,9791.6807098376,10448.8607635504,9290.9405975327,8967.6405944848,10505.4207534774,16658.1410636926,10954.5807266319,9314.1206817599,9993.33570670947,11771.4457845717
"PG (42:11)","PG",0.436299927986229,5.46682493720532,2.71495529084896,0.0994117559920864,0.548525086747309,11788.8808136061,10860.0207366845,21694.501548761,13728.3810501106,11635.9209060685,11612.3808212317,15456.5608558697,12374.9808998102,10564.1408119173,14517.9460372906,12769.960870745
"PG (42:2)","PG",0.115381047114976,5.15204080696885,0.190488609404639,0.662510262961686,0.953304946665784,10672.7007980359,10637.2807655442,10816.7206726102,9469.8805847162,9965.9206962518,10409.0607757597,13106.4810104363,11758.2008514345,9656.0806884757,10399.1457052266,11309.9158334706
"PG (42:3)","PG",0.361790175679092,6.02265833720798,1.86969504440071,0.171510010535589,0.669889136675786,16702.4012374776,21996.9216423107,29435.8223877013,16405.5013275155,17572.4610671923,14556.5210723911,20522.6012077367,24156.5418701049,14075.6410827669,21135.1616487513,19202.0313043562
"PG (42:4)","PG",0.0423051282915032,5.26575712799775,0.0256174048174955,0.872838236639931,0.975614587570085,10155.9408416726,9879.3606796258,13077.5008354125,10281.5607795717,10873.6407699592,9461.0207099938,21354.6018638581,10281.520729063,11185.6607971213,10848.5907840706,12992.6960182185
"PG (42:5)","PG",0.155043215979773,5.26024614051104,0.343923341734694,0.557573301791196,0.947811992430179,10341.2207679695,11309.0606651334,12730.6409072872,11300.5608291662,12266.9207305943,10687.8206481874,14564.1210288977,11346.040779118,9954.7807273872,11420.3707923891,12216.2257966993
"PG (42:6)","PG",0.432311085317845,6.12778334337613,2.66685023345531,0.102458614434612,0.554183958437621,20615.2412719701,31420.0417785813,25898.101699829,18631.0615539558,19484.7413215494,21273.401306149,18717.041450504,23238.0218238755,10203.5007362361,24141.111576084,20678.3014755195
"PG (42:7)","PG",0.103359373595497,5.46854978308309,0.152912975248725,0.695767013846026,0.953304946665784,13292.9008789059,13728.780914301,13410.620811456,11530.9808654785,13439.5209045474,13724.220985409,16641.5611419613,13463.381019585,11457.1608505236,12990.8208675353,14317.1710128757
"PG (42:8)","PG",0.0967255831755721,5.48249882306986,0.133921404337038,0.714400344662257,0.953304946665784,14852.961181648,12033.9208526666,13386.3210067741,12789.080902097,14094.201011653,13680.261054982,17371.5410995376,13709.220916739,10510.7606925958,13265.5709857964,14713.8060207279
"PG (42:9)","PG",-0.154605078102919,5.37197362488065,0.342016310694106,0.558667674997758,0.947811992430179,11991.6208725012,11654.7007827686,10257.3807296757,11037.6007423362,17031.9010391243,13543.9209518354,15236.701194765,13264.7609786977,9863.100677489,11235.3257818204,14769.3210411056
"PG (44:0)","PG",0.279246820112943,4.91890279177992,1.11406327296135,0.291200385682948,0.820954759637237,9361.9006996154,8992.5006637586,9804.2406997668,9106.980644226,8868.8806076045,8609.4006233205,9551.680576325,9035.1206283541,8272.4005126935,9316.4056768417,9016.27060890102
"PG (44:1)","PG",0.171189463105113,5.05959806193175,0.419172140248293,0.517350419463652,0.92921903036813,11137.06083679,10366.5807418836,9339.5606689457,9729.8807067857,11535.280883785,10550.9607772811,11929.0608634924,8792.7206459037,7845.4606132475,10143.2707386012,10702.0057926155
"PG (44:10)","PG",0.221711099973774,4.89988429934345,0.702667639333299,0.401888777976986,0.893867659919409,8411.1805686925,8319.5805625906,10696.0806503316,8661.1606063745,9119.3405952443,8377.3605918918,9936.8006591724,9062.0206222551,8150.4005661018,9022.0005969973,9123.8806171409
"PG (44:12)","PG",0.112359710595322,4.9171951928065,0.180599729016819,0.670858348736347,0.953304946665784,8122.200504302,8840.5006446833,9081.3206939682,8885.8606338468,9680.0007514925,8622.1206703173,10969.6008338989,9045.2206687934,8766.6206512418,8732.47061920007,9579.23573112553
"PG (44:2)","PG",0.114022644813612,4.91338776203176,0.185982472931499,0.666281619660823,0.953304946665784,9280.8807144133,8145.5605621334,8783.8605766349,8589.8806800798,8946.3606224104,8823.6606063843,11463.5207595786,8945.6007499689,8876.1606140185,8700.04563331535,9544.78568458555
"PG (44:3)","PG",0.262673933132178,4.84935775126911,0.985808573998469,0.320768957871146,0.842643660854054,8667.5006103502,7754.660499572,10303.7806243943,7483.4604797363,8478.3006324781,7280.8204879763,10459.820762638,7835.1805992133,9498.0406913721,8552.3505535132,8513.53062057642
"PG (44:4)","PG",0.110351002101644,4.99230125416404,0.174216660882735,0.676391198030229,0.953304946665784,10108.7606735207,9018.3806304912,8931.7606620762,8711.6605567939,11253.5806770196,10346.6007232679,11115.3808860753,7806.9206275938,9305.1006088257,9192.6406307205,10130.6207284891
"PG (44:5)","PG",0.215434805263486,5.05099762757025,0.663590145942806,0.415295340694709,0.893867659919409,8719.4806213386,10549.9208526611,10218.0408058147,10125.0407218888,10563.8007736201,8504.72061920071,12801.8209381023,9041.1006355301,9645.4006957992,9903.1207504258,10227.8607416133
"PG (44:6)","PG",0.193760503240225,4.90004839853947,0.536769715072737,0.463774553069979,0.922005983991712,8512.4406280497,8581.3806457472,8602.8806190458,9129.5406761157,9052.1006011943,8704.9005737345,9867.3807830791,8341.3006668062,9629.2606964101,8706.5606422396,8991.42065620353
"PG (44:7)","PG",0.228271034539485,5.21822163889007,0.745052811831137,0.388047074312408,0.893867659919409,11554.2407302862,10411.1807594245,13150.8007965098,9691.1406822184,11144.5407943718,10393.8407592783,12144.3609085091,11332.0407409673,10629.1806831382,11201.8407421097,11253.6958007816
"PG (44:8)","PG",0.0977481754744954,5.26727910231216,0.136742616031256,0.711541010134655,0.953304946665784,12660.461006162,11518.340866089,10366.9607391319,10761.36088562,11833.3409194949,11480.880851747,15185.901161187,11771.9808731115,9729.7607116697,11326.7808742507,12568.0259513851
"PGo (16:0)","PG",0.144561408304649,6.87447165938549,0.299249260612214,0.584353450105251,0.953304946665784,27564.322250357,28626.64173888,32400.962387083,36159.202743536,33128.102081297,33544.942291257,33542.26264954,32124.72235108,52908.623916624,31187.782279964,33085.0073432935
"PGo (18:0)","PG",0.566925338387611,10.5674082163856,4.57693508296506,0.0324051266676975,0.288752825128233,429732.71197508,682360.45922851,628643.71008305,512946.499328632,561644.86389152,254520.23498539,472410.270019528,509622.822448769,117779.248901351,563420.845153818,449549.547836302
"PGo (20:0)","PG",0.0988007175363353,8.14440752603844,0.13984755938327,0.708432605921104,0.953304946665784,53392.023376474,51800.964141898,88594.426605186,77146.463745002,51937.16284177,90742.387466444,86097.206604023,68999.904968174,166293.790039069,67733.46946714,74444.1654701027
"PGo (28:0)","PG",0.145118919656536,5.34885757011144,0.301336739434866,0.583045616326429,0.953304946665784,11432.5607337984,12314.9208755539,11665.8808136001,12059.5807952828,13671.9008827195,11336.6207199114,14568.3212280288,11465.6208496053,12094.9608993532,11868.2358045588,12760.6159200662
"PGo (30:0)","PG",0.591757897234209,6.26474888389594,4.98098213284538,0.0256274304469059,0.247130163089947,27065.462192541,28386.5223922691,26546.342025755,27685.482353205,18336.901382447,15936.5809783951,28004.5419464039,24121.021965027,13309.1408958357,27420.9522409425,21599.7615680683
"PGo (30:1)","PG",-0.0640941462745909,5.23782131231773,0.0587959453425809,0.808409218848323,0.960973995157632,9796.4006729105,10783.6608810319,10926.400825507,9638.0206871119,11666.9008483873,10807.9006996158,16576.161041261,12340.8809165935,10808.6008071801,10286.1207666403,12847.9608764644
"PGo (32:0)","PG",-0.736201360782554,6.41161801026684,7.68064974360209,0.00558160678383106,0.084400660155506,19401.3415222261,17827.341308591,18667.101394656,17826.5213165328,43158.582763668,27563.521865836,66621.763320895,17839.701263426,19159.921401975,18430.5763855015,38795.8923034562
"PGo (32:1)","PG",0.0715376375705263,5.31264627028172,0.0732500413378077,0.786662198705957,0.959935572743768,11354.0809326083,11533.7009506302,11450.7808227504,11444.4607505736,12168.1208534229,12262.3609161386,17476.841026312,10560.6806945785,10844.8808174198,11445.7558641406,13117.000872613
"PGo (34:0)","PG",0.139243592444491,6.27453830993774,0.277593967035159,0.598282569751587,0.953304946665784,21508.761550906,20920.321563732,22449.161460884,22952.101943972,24517.601715086,20637.6015930128,28048.882171622,21753.9815711953,26301.14204407,21957.5866298735,23739.516762729
"PGo (34:1)","PG",-0.078336272687082,6.10262316139822,0.0878651272259816,0.766908953123799,0.959935572743768,15093.460960387,15930.5011444109,16515.821052553,14684.4410667496,15388.4410057075,15705.9611511256,34398.282455438,15633.4210777163,40053.4226836801,15556.0560560251,20281.5264224968
"PGo (34:2)","PG",-0.0583794161987961,5.35827108992695,0.048786137853426,0.825189107685795,0.967351679096034,12360.7408828739,11083.5407981945,11626.820640571,10519.500839233,13355.0009002744,10348.4805641254,23148.4815826403,11499.1807708702,10547.4407577486,11397.6507902181,14587.7859544776
"PGo (34:3)","PG",0.136654265473553,5.27246856564554,0.267209692397382,0.605209705695655,0.953304946665784,10447.5206909239,12175.7809448134,11152.9607315032,11774.6008071965,12768.2808837754,9727.5607452406,15716.8410644581,11448.5608253509,10456.1007843018,11387.7157936092,12415.3108797063
"PGo (34:4)","PG",0.538633761303868,5.54291737195615,4.13000589580228,0.0421292040147166,0.341837856074984,17568.3413391187,12467.5010070814,15765.8609695443,18565.5214042708,12785.6807937623,10979.3407516464,14733.441009519,13716.620864864,9668.2406654331,16091.8061800038,13053.7708549479
"PGo (36:0)","PG",0.262888939134251,5.99740882948906,0.988396173789965,0.320134679790953,0.842643660854054,19153.161399834,18704.92126465,23636.1019134497,18335.9814681989,20293.6212921129,17041.7213668837,22166.2016372683,19284.981513985,15130.5009536807,19957.5415115331,19696.6314525625
"PGo (36:1)","PG",0.555165831288364,7.69547050895193,4.38934805334747,0.0361641392938606,0.311112582839861,56121.603866633,92075.807647779,92615.806350814,63138.743865955,45387.48353581,53841.90294645,69808.805297876,72935.426711946,19759.161483759,75987.9904327953,60493.4046230205
"PGo (36:2)","PG",-0.175751765543768,5.58654157343111,0.441985027596445,0.506165919905066,0.923578164314647,12461.3008193938,11917.960968022,12999.3609161295,13083.1808471638,14534.720939638,11212.8407707198,34281.2420654165,11939.6408843945,13557.3608474741,12615.4508876773,17992.1111650422
"PGo (36:3)","PG",-0.0408384407529175,5.46821135805898,0.0238765814866326,0.87719935742891,0.975614587570085,14382.7410545281,12569.6810455323,11267.7808074864,11744.1209335372,13579.6007842968,12049.3009796162,25707.0221328785,11920.3407897961,10707.7408599831,12491.080960271,15814.0661716469
"PGo (36:4)","PG",-0.186114794457924,5.50080466606293,0.495574001897594,0.481451349907702,0.923578164314647,11544.6207199077,12425.9210014369,11537.4608535832,11935.7009277351,13159.2809982322,11683.2607383649,29895.622550967,12467.4408340472,12663.0410156223,11860.9258756657,16801.4012804028
"PGo (36:5)","PG",-0.0637232283107144,5.47351468614443,0.0581291179143477,0.809477760784084,0.960973995157632,12058.7808570845,12455.1009140027,12873.3609161473,11020.7207412773,13645.620979303,12903.6008605874,21684.5216674797,12978.2010002079,12820.5609283449,12101.990857128,15302.9861268945
"PGo (38:0)","PG",0.167510169955112,6.09880910818016,0.401653050342645,0.526236785402372,0.931261037518932,20375.801361081,22285.161453257,20571.0814170862,19803.061614985,18663.221160889,16206.641052246,36121.162185663,19506.701370239,16397.861068721,20758.7764616023,22624.4314422593
"PGo (38:1)","PG",0.0109179962489315,5.58806149062548,0.0017067093821197,0.967046896094778,0.993101369336077,13651.641014098,13076.500976562,13900.920974729,13730.3009414693,14116.1809272767,13469.2408256491,22858.661636347,14609.101127624,12993.5410232573,13589.8409767146,16263.2961292242
"PGo (38:2)","PG",0.136296043750873,6.16538322749545,0.265967554042703,0.606049688899411,0.953304946665784,20363.6815490795,23361.841613765,21093.641212462,21322.281433101,18647.7213630606,22799.94201661,32116.7221069283,20473.6216278014,17044.5412368745,21535.3614521019,23509.5017786001
"PGo (38:3)","PG",0.0393075106964622,5.53380716035186,0.022120158352152,0.881767893775768,0.975614587570085,12092.7008705184,14137.4210281374,12382.8608703646,13151.9808960049,15108.8411636437,12352.720947264,21550.1010398827,12179.9809722908,14254.0811004633,12941.2409162563,15297.9110307703
"PGo (38:4)","PG",-0.176279388211759,5.61735674638866,0.444663866345536,0.504879953001015,0.923578164314647,12988.500976554,12522.5008583003,14943.3409881678,12655.0009918259,13337.4809951809,12248.240852356,37895.023536675,12591.9208145179,11127.4607925437,13277.335953712,19018.1665496824
"PGo (38:5)","PG",-0.269616364471943,5.61477616420985,1.03932873369394,0.307977642084034,0.836737804355352,12885.8608398328,12307.7808532717,13390.6609726017,12262.4208755395,15060.381149289,12877.1809158367,36017.6230163831,13091.9208984343,11776.7608795154,12711.6808853114,19261.7764949858
"PGo (38:6)","PG",0.0736646679200428,5.74552948954299,0.0776947880536909,0.780446014454801,0.959935572743768,12692.9208450306,15779.0211868329,16265.4611129765,17117.7013702384,17485.361442565,14250.1010398891,24290.0013046138,15086.580963138,14524.1210174552,15463.7761287696,17778.0111875515
"PGo (40:0)","PG",0.0514682278583769,5.77647140001763,0.0379309316400311,0.845581895083647,0.972513816298941,17590.141426076,16050.661117556,15565.7610855102,15051.041046143,15822.1410293637,15386.28102111,28072.342193608,15987.901161193,12598.0408287063,16064.4011688213,18817.1663513187
"PGo (40:1)","PG",0.0264601772765785,5.66635250475656,0.0100247686277442,0.920246067161263,0.983154945946513,14295.2810363748,14910.341094971,13880.060768121,14242.861007682,13773.261001586,13956.620979305,24298.801673886,15785.301132195,14328.021026607,14332.1359767872,16953.496196743
"PGo (40:2)","PG",0.149041263558811,5.45683473173354,0.317864605215902,0.572893773796727,0.953304946665784,12558.3208236716,12619.220985405,13584.4808959981,12354.7408561764,11885.6809082008,12215.400817871,16522.9811401437,13939.9211654672,13186.8009185818,12779.1908903128,13640.9960079207
"PGo (40:4)","PG",0.282217753915552,5.53204663501894,1.1385233658487,0.285964564073593,0.820615871071354,11787.780921933,11179.0008087137,23511.562149038,11040.0608215375,12486.8608512806,12592.3410568248,21454.9612197921,11260.620796207,11685.500946045,14379.6011753055,14448.6959810261
"PGo (40:5)","PG",0.107892711828119,5.63279868228133,0.166636429097281,0.683118585501,0.953304946665784,12883.140983592,14656.6411056535,15795.8212661797,14306.680892937,14538.140937804,13174.281005858,22462.501556394,14392.6010513228,13797.9811134342,14410.5710620906,16141.8811378447
"PGo (40:6)","PG",0.208685264099654,6.00979069204346,0.623147406251974,0.429880089196044,0.893867659919409,19440.36154175,20249.161491394,21108.521484376,17443.381042482,19273.8613510223,18893.021118169,23088.701965329,18920.94135284,16686.661315911,19560.3563900005,20044.1314468401
"PGo (40:9)","PG",0.423810608386117,5.68685658177413,2.56270284238929,0.109411383382559,0.580811492637203,15179.8612060602,18492.3012008642,19237.2011947674,15330.1811218172,11876.4408874519,13343.7608871539,18418.6211776765,16406.7410354605,11312.5006980873,17059.8861808772,15011.3909969357
"PGo (42:0)","PG",0.110299223105294,5.48573758689961,0.174129410789959,0.676467645710564,0.953304946665784,13338.9009551985,12312.080917359,12620.9008331309,13431.600921632,12921.820899962,13589.9610519369,15998.94100952,13938.14096069,13167.3809051513,12925.8709068301,14112.2159805272
"PGo (42:1)","PG",0.226702171507357,5.53826126523297,0.735063245508172,0.391246900574398,0.893867659919409,16780.661056525,15499.461074828,12014.2609710666,12485.481033324,13719.2207717902,13501.8810272184,16548.6212310752,13574.6410026492,12162.8208770793,14194.9660339359,14336.0910081832
"PGo (42:2)","PG",-0.132815265038342,5.34611811197433,0.252427889174044,0.615370690720233,0.953304946665784,10707.9206810049,11742.160751344,10917.8807678213,10747.2008438136,14984.8011055007,12114.480888366,16534.0211028969,13772.360916131,10263.9607162423,11028.7907609959,14351.4160032237
"PGo (42:4)","PG",0.46626078055017,5.51143818536128,3.09904331029577,0.0783383178178829,0.496917210904113,11943.0208511362,11341.240776062,24056.8818168694,12356.0009841938,11716.4608497689,12756.7208099352,16420.6611709652,10959.0008316032,11859.1407699546,14924.2861070654,12963.2109155681
"PGo (42:6)","PG",0.0424905722468609,5.95224600171604,0.0258548767636171,0.872255243681882,0.975614587570085,15799.4810562173,17777.2813758844,21484.261871331,16438.9611205956,22406.8015060417,20135.481719975,20754.561805722,18571.4011459344,15355.7411842259,17874.9963560071,20467.0615444183
"PGp (16:0)","PG",0.331233905610471,8.34929639173236,1.56872328319878,0.210392520836313,0.7303958266171,54689.703582793,56767.364349278,102758.567016652,109824.508377093,48711.623413054,71435.724746699,94129.027893078,88539.685104397,209379.472640986,81010.035831454,75704.015289307
"PGp (18:0)","PG",0.284782858740715,5.87176520509994,1.15946089230505,0.281577374676637,0.820615871071354,17909.441345213,17594.9012985197,17188.721248627,16517.741256713,17015.3212127786,15773.5811233555,17049.3611526456,16752.0610961912,20526.32138061,17302.7012872682,16647.5811462427
"PGp (20:0)","PG",-0.35358640800256,6.8275765729487,1.78666064423101,0.181333560134675,0.685495806872749,21725.741577141,39799.7222785086,29202.682418816,28755.961517339,24136.581298825,46899.7221412236,80081.505050714,36139.8627624,17267.4012680014,29871.0269479511,46814.4178132907
"PGp (28:0)","PG",0.0552360057335418,5.15450405415291,0.0436656076305155,0.834476987699011,0.96960241278675,11654.2808608954,9585.8007202061,9728.2606887825,9993.7207488999,13398.1408157419,9749.6206665016,13330.9010048,10450.9207382243,9530.4406509406,10240.515754696,11732.395806317
"PGp (30:1)","PG",0.248412644332898,5.82328011655163,0.882576720216306,0.347496906519984,0.870868328523949,14703.8012084906,18964.1216239861,20068.9014739951,15986.0813331648,16040.0011863567,13965.040870665,20865.021499643,18644.8615646393,14412.3810806255,17430.7264099092,17378.731280326
"PGp (34:4)","PG",1.92102246300903,6.49182103726927,49.3609362402492,2.12944020755597e-12,5.31295331785214e-10,11154.7207107547,11988.3607330267,131695.407516484,15980.081253061,11321.6209030157,13037.0209655743,16637.781284328,13151.621139529,11424.7007789659,42704.6425533316,13537.0110731117
"PGp (36:5)","PG",0.313774563909319,5.81451598280633,1.40708301678598,0.235541233214082,0.776663493659649,13032.2209777747,15718.5011138962,27450.1415863008,14104.7810058576,16470.8811378448,13391.7009658717,21397.061393732,16518.6411743168,14706.1209449684,17576.4111709573,16944.5711679413
"PGp (38:6)","PG",-0.134174321985548,6.48322723178945,0.257788913041068,0.611643286575683,0.953304946665784,20539.54166412,25665.561691285,28296.6818389966,23086.641784664,30943.322402955,26690.821960459,54944.763534492,20688.28148651,21332.941635122,24397.1067447664,33316.797346104
"PGp (40:6)","PG",0.518422503019841,6.98147194742762,3.82999391180874,0.0503431156228994,0.376818220437402,35091.6625899823,54199.382461511,49619.34286493,41510.823570301,34160.722824084,36742.643325847,35831.103095984,39850.1637116051,16258.141113281,45105.3028716811,36646.15823938
"PGp (42:2)","PG",0.0487136839711877,5.15995462219509,0.0339633689935397,0.853784756157724,0.973431667911739,9287.0608139028,10739.8407058683,10869.8607826208,10455.9407005254,9917.7406921372,10301.5606727628,16403.4412345905,11339.3807373151,8941.8605957012,10338.1757507293,11990.5308342014
"PGp (42:4)","PG",0.112899812449976,5.36047551945776,0.182417504669516,0.669303854307718,0.953304946665784,11322.2608795133,11805.8608207655,13172.2008438093,11130.120857235,13057.5809707705,11350.1208305292,14869.8810081499,12684.1208877533,12023.1208724974,11857.6108503308,12990.4259243007
"PGp (42:6)","PG",-0.223772693829891,7.81117035074898,0.716802512637003,0.397194750019302,0.893867659919409,39315.782684329,65874.1854401086,79105.6253738825,59891.242980959,98832.34729014,85639.885131844,91180.044265787,64830.224441549,40439.022689844,61046.7091198198,85120.62528233
"PI (12:0)","PI",-0.270794274696991,7.57782012228282,1.04916427461558,0.305699640440825,0.833103700954829,54365.4036636373,49843.543548584,46096.263183596,47175.643234247,86338.665977442,69519.044906608,86162.5054626619,45655.563171392,47495.823364253,49370.2134075161,71918.944879526
"PI (14:0)","PI",0.01627747663348,6.60800090546474,0.00379543131487026,0.950875745037164,0.989329509248178,28727.822265615,26073.441696175,27312.822067262,25257.141845702,37411.062805185,25726.361923222,38040.402694706,26249.762008657,31319.261993397,26842.8069686885,31856.8973579425
"PI (14:1)","PI",-0.000710588444869916,9.00940973950481,7.2361353886663e-06,0.997853687871608,0.998907011524698,131587.00964359,139344.00903323,152984.949645925,148109.592956623,229210.80999763,146498.008605999,175075.793334956,132455.788207949,151600.571105939,143006.390319842,170810.100036633
"PI (16:0)","PI",-0.0243241686927847,7.08144582761965,0.00847665848812085,0.926643400625883,0.984517509394568,39071.462432856,37741.162841794,33879.242523207,38223.642974834,46822.983398427,33956.662323004,66014.984069792,37494.782470679,40459.12280274,37228.8776931727,46072.3530654755
"PI (16:1)","PI",-0.0908200165326494,7.44987923287584,0.118162615330107,0.731035888556694,0.953959304312958,46248.98321533,45587.223449697,46645.043395981,49297.324035642,60775.244628917,50347.323669389,83298.7474364959,47976.403564457,52008.963531511,46944.6435241625,60599.4298248147
"PI (18:0)","PI",-0.0665872141825794,7.7421529494065,0.063520525268757,0.801015721952684,0.959935572743768,41105.343093862,39096.722900396,43195.803192146,42673.642639197,53400.863372833,49421.763122563,62819.464981036,42412.382293694,171877.754180847,41517.8779564002,52013.6184425315
"PI (18:1)","PI",-0.146165605047943,6.55683478830101,0.305899706642094,0.580207256724369,0.953304946665784,24861.241806029,22879.9216613651,22362.041458129,23842.481445308,27564.861770631,19504.0815505982,59457.903091469,23712.841766352,36832.102157551,23486.4215927078,32559.9220447625
"PI (18:2)","PI",1.38953754326719,7.68234194485171,26.6583329943005,2.42801368450883e-07,2.59624034693551e-05,88360.227203371,106460.987289467,86131.525894129,84034.205642672,22307.501953131,20767.641494748,38106.862220787,75212.184921207,22060.54172516,91246.7365074097,39098.5476474683
"PI (18:3)","PI",2.06642175482695,12.4905699388975,56.5874172899348,5.37547153805154e-14,2.01177022311579e-11,2945028.5269928,3543001.28825378,2801502.93600464,2718466.7362671,241615.300247193,120557.427841219,124522.852050875,2425821.63516238,21194.721740729,3001999.87187958,728129.303825417
"PI (18:4)","PI",0.182196976572125,5.9100863255447,0.475056328745622,0.490670171441838,0.923578164314647,18658.6410675029,17550.141120912,16820.921073908,17200.721107488,18229.261322017,16315.8813324,20756.281440743,17861.061157233,18932.481170644,17557.6060924527,18290.6213130983
"PI (20:0)","PI",0.182897514902515,7.46082432450238,0.478988198106663,0.48888097906975,0.923578164314647,51540.783569326,66587.086044341,53203.823669461,56155.263305652,58941.084167423,68441.385635436,66007.70484927,44581.682693486,22530.381607051,56871.739147195,59492.9643364037
"PI (20:1)","PI",0.0295908239208616,7.15377879203281,0.0125450068456985,0.910819842698272,0.983154945946513,43014.683227537,37059.042785643,43020.08319091,39055.60253905,41905.98291017,38172.822509774,75541.146392773,38759.962707529,38211.702697758,40537.352935785,48594.9786300615
"PI (20:2)","PI",-0.0209215694743515,5.55461500994042,0.00626674082211487,0.936903173599579,0.984965637271394,12644.6609573335,13260.1609611475,12673.620826716,12967.620910645,15878.10100556,12463.8809471099,22067.681419377,13013.5809059169,14291.9810028037,12886.5159139605,15855.811069491
"PI (20:3)","PI",-0.0440603520968864,5.89636250094685,0.0277986729383883,0.867583018392014,0.975614587570085,15943.641128541,17172.1610870411,14383.160888672,16481.661136626,19764.581344607,19145.68125152,22987.441452029,16610.6811675976,19492.44128418,15995.15606022,19627.0963039384
"PI (20:4)","PI",0.091688821944553,5.48824291358907,0.12033468214355,0.728671782912762,0.953959304312958,11766.40078735,11359.4408302321,12982.7407836849,14754.6610107454,15042.8210372867,11995.2207565336,17158.561306,12826.240852348,14075.4610366871,12715.8108530031,14255.7109880421
"PI (20:5)","PI",0.033580398853593,6.84116675545355,0.0161535571724016,0.898863906824532,0.979594441835005,26900.882110605,22815.101715093,35294.5016860892,32977.242584222,26113.481826786,38741.802589328,39512.9029998663,31546.682418835,50731.063873289,29496.9320240023,33978.7174587038
"PI (22:0)","PI",-0.195872784919507,7.26853271097501,0.549280555945188,0.458611807649005,0.916611316489401,31807.082458495,48624.56365964,43716.442504883,46587.223480251,55754.344558733,64504.564956738,58220.843688901,51229.642166192,25927.242126458,42683.8280258173,57427.348842641
"PI (22:1)","PI",-0.0231906217271109,6.76667691297864,0.00770437989342554,0.930055828409361,0.984965637271394,33215.822067257,29343.641784677,28780.882110583,29876.442108145,33320.042221055,30485.781738286,54170.923187249,31358.942291243,30203.062103274,30304.1970176655,37333.9223594583
"PI (22:2)","PI",0.164168300799074,5.3972171549437,0.38561895307675,0.534611302944946,0.933080951480312,12873.160900106,11929.3008499192,12082.3206710788,13562.040962223,14392.3610763441,11329.3207931453,14896.6610946698,12719.5408897479,10944.3608627287,12611.7058458317,13334.4709634768
"PI (22:4)","PI",0.00992282033693787,5.15661348174147,0.00140926559113552,0.970054298641843,0.993101369336077,9938.8607940689,9934.8005867021,9217.0006446885,10874.320774076,12742.0607681342,9255.020648951,18162.6415672297,8584.6605339,10183.4006614594,9991.24569988388,12186.0958795537
"PI (22:6)","PI",0.0495796681717345,6.68943980058659,0.0352122553662184,0.851151586086564,0.973172015704016,32192.842315677,29939.542083746,29967.582031249,26675.101882924,38897.423126218,28947.12225341,40177.123062133,29162.24240113,27064.361968995,29693.767078399,34295.9777107227
"PI (24:0)","PI",0.198957703845052,7.35745181201504,0.566705294294181,0.451571122985801,0.91105386942014,52406.42352296,46960.782959001,47599.922912593,47257.203308087,51222.524047832,50188.74340817,52040.143585203,45673.683288598,49158.583435042,48556.0831756602,49781.2735824507
