"lipid","type","logFC","logCPM","LR","PValue","FDR","I7-1","I7-2","I7-3","I7-4","I1-1","I1-2","I1-3","I1-4","blank","mean1","mean2"
"C18:4","FFA",-0.136553014523805,10.020026817516,0.267135307653916,0.605259937905957,0.953304946665784,289392.741272035,293443.699035607,317799.305297843,263421.398254463,510765.912231375,427826.090820298,247776.757507336,298764.041503865,195161.434448214,291014.285964987,371283.200515718
"C19:0","FFA",-0.347536958204167,12.6848721574688,1.72687875750125,0.188810000375758,0.695519834080948,1728097.83239694,1392048.58654743,1574275.88195699,1825258.90722597,3306794.35998534,2657023.57458498,2071078.22442672,1739232.57897994,1794704.28082236,1629920.30203183,2443532.18449424
"C20:0","FFA",-0.468704119158932,12.0842126961671,3.13474612122445,0.0766403182743384,0.490301523319165,1427821.58355714,1052390.53784273,792083.134643589,995696.384154819,1855486.88403371,2672555.71362292,1251792.2832025,1054172.50183107,879390.46020497,1066997.91004957,1708501.84567255
"C20:1","FFA",-0.301559588060338,10.4607988802424,1.30092759981198,0.254043856338882,0.787378163435417,444548.749572824,326870.242370552,300964.681457534,402536.88848875,732950.697936783,553621.840149186,570462.384826806,322612.883361721,290224.939453003,368730.140472415,544911.951568624
"C20:3","FFA",-0.0902898568144142,10.8174407868946,0.116816956859111,0.732512731132216,0.954353345616202,530136.97839336,486002.63244618,472675.59118653,504576.03710921,607907.32006835,661760.62561027,688109.52539067,547861.3385009,447988.09228511,498347.80978382,626409.702392548
"C20:4","FFA",-0.0634501995454957,10.5516502847324,0.0576936209799896,0.810179117168039,0.961044483677143,434872.993225132,357488.004852205,398632.166198648,501019.58343517,553956.161560097,435159.492889301,755041.301788353,407356.747222822,342293.926361027,423003.186927789,537878.425865143
"C20:5","FFA",-0.302465021081729,11.5395903759588,1.30875905209541,0.252619458680033,0.786760204880979,634198.628265486,621967.964172425,793533.027496423,918840.143616328,1148593.91827389,1265113.80630293,1126059.66021665,798860.479827707,858109.360260034,742134.940887665,1084656.96615529
"C22:0","FFA",-0.779237995062444,11.8108224465564,8.59874203042273,0.00336395286009399,0.0600025582763728,1062784.48440559,853289.818633889,523224.675353877,697198.530639642,2374511.61743158,2110968.1117548,874740.056396394,882581.261657801,649433.545471009,784124.37725825,1560700.26181014
"C22:1","FFA",-0.910685374856332,10.4061459682381,11.6936316103315,0.000627143744797499,0.0180224859314545,335239.224716055,305126.041564943,221504.474639873,261448.817443857,927675.528260334,729966.868865974,412555.092651476,396650.567169239,227884.977661139,280829.639591182,616712.014236756
"C22:4","FFA",-0.309210284901137,9.91360607854988,1.3676248026411,0.242220394999745,0.781778275012736,255822.398803806,266306.637390157,222910.355377167,242441.217468232,376445.826843133,396584.908691425,377636.94680795,293789.081237687,230431.716430627,246870.15225984,361114.190895049
"C22:5","FFA",-0.800612298116021,11.207154765767,9.07090453381897,0.00259708571381348,0.0498440681228048,535014.750884997,683622.647735712,407958.327636618,454625.330566485,1664048.38153133,1023330.5132451,1006028.19659437,643345.540099975,337556.503601103,520305.264205953,1084188.15786769
"C22:6","FFA",-0.689260977239919,11.1645925892556,6.74498549782766,0.00940115408514702,0.119236167285883,603190.358856168,562946.060394084,415570.909973028,531655.275390556,1345533.82250988,1269074.30065917,864761.721618557,549803.140502888,345536.827087361,528340.651153459,1007293.24632262
"C24:0","FFA",-0.284291769015678,10.5435905065345,1.15644163095203,0.282204739143011,0.820615871071354,463952.834014952,416661.50981159,279632.681487967,411902.311416679,603578.959564057,793861.041442888,476398.232956072,361625.766448927,308789.241485564,393037.334182797,558866.000102986
"C24:1","FFA",-0.836767724074047,11.0864072935605,9.89726540810034,0.0016552455622411,0.035911631980796,475497.733642709,474420.513488727,345378.742919858,611971.743225114,882928.917022872,1695788.85620175,856680.580596939,535132.157348628,257765.277709967,476817.183319102,992632.627792547
"C24:5","FFA",-0.388124547857027,10.6309169874667,2.1524556459799,0.14234206556483,0.643084304144253,448862.393356246,451994.732086139,310613.640289262,406268.35147081,682255.444976741,851843.528472853,435881.411834807,471742.491851847,301807.921447846,404434.779300614,610430.719284062
"C24:6","FFA",-0.232071010229754,10.415152857402,0.77102703582932,0.379899517994371,0.892793686715186,338458.226211588,516477.373565733,321601.62356574,320962.704040469,546708.340118433,614949.523773181,344823.443862974,505821.473075974,223974.055755578,374374.981845882,503075.695207641
"C26:0","FFA",-0.225223287229666,10.3368768593577,0.726240107267585,0.39410463756739,0.893867659919409,371504.648986811,370247.888214109,294712.239807052,332272.467285136,461181.653030159,589446.861709689,416421.070037821,393810.069820485,306958.500549371,342184.311073277,465214.913649539
"C26:1","FFA",-0.22071951727245,9.80307037443423,0.697501485915836,0.403624506850071,0.893867659919409,251735.057952936,246012.338073716,206382.214584331,236030.655578765,343152.184875726,374075.665725629,291630.202949486,270765.159736543,223660.27490233,235040.066547437,319905.803321846
"C28:0","FFA",-0.282719232832513,10.2747637441554,1.14369799224733,0.284872277091688,0.820615871071354,321653.044849463,353523.449016709,412242.571014514,268890.182678143,418435.507331765,559659.839866745,506056.855941612,449441.396106887,158263.051628187,339077.311889707,483398.399811752
"C30:0","FFA",0.368280022541191,10.3473525910716,1.93854314135388,0.163826804875971,0.657503289274341,691912.801600814,457684.987617557,287123.258773849,326744.182960398,247106.958286161,700108.223518518,218026.332656774,358058.990730139,206252.013629969,440866.307738154,380825.126297898
"C32:0","FFA",-0.140902834755928,9.09633806241685,0.284406642475005,0.593827386102043,0.953304946665784,160955.011329669,182009.054065494,123499.449089081,144293.990222858,178736.332489006,250192.398364915,160672.59152227,185427.353271508,107738.607501992,152689.376176775,193757.168911925
"C34:0","FFA",0.0942494973058746,9.85909546151325,0.127282430767082,0.721266517235407,0.953304946665784,234783.73807533,319867.68311299,226896.918212896,302941.162101721,302624.142120269,340429.942039429,241020.319145273,289189.741538898,243832.997844693,271122.375375734,293316.036210967
"Cer(d14:1(4E)/20:0(2OH))","CER",0.0505074306697304,6.27610866387726,0.0365337431962871,0.848417460025215,0.972933527827314,17480.9412040688,10895.4607925483,25667.7418327307,25305.8218383769,21567.0816459658,21804.9814300518,25578.7016258199,21704.4016761791,35569.3227882365,19837.4914169312,22663.7915945041
"Cer(d14:1(4E)/20:1(11Z)(2OH))","CER",0.292270198731209,6.68427976804136,1.22147387556015,0.2690715971882,0.805600361981472,19286.3814392067,11177.8608169666,36790.3027916022,35073.3026733495,24696.8418617361,24083.6014251637,29600.3620185782,21468.0815773059,63961.9647522112,25581.9619302812,24962.221720696
"Cer(d14:1(4E)/22:0(2OH))","CER",-0.0623341546130209,7.47854340832096,0.0556689953635896,0.813477071685468,0.962079701694234,23421.8016166702,32647.002300256,73926.5646896638,71453.4853285928,93751.2472877,57332.7636795232,49514.443920152,48410.3033103803,38385.4226532031,50362.2134837957,62252.1895494389
"Cer(d14:1(4E)/22:1(13Z)(2OH))","CER",-0.0468317866878141,7.4262978629262,0.0314234309862513,0.859299021156702,0.97448295717705,24055.84173585,33127.7422371415,67148.6046523828,71020.3463211221,90472.6872482271,51339.1639404273,54003.8839835351,45045.1030273158,37191.6230354412,48838.1337366241,60215.2095498763
"Cer(d14:1(4E)/24:0(2OH))","CER",0.134525986394391,6.86921796622869,0.259128581210916,0.610719464110726,0.953304946665784,16048.1011199937,15093.3211975063,35587.8621101383,32020.0218543867,32862.9026489312,27037.2217712408,27104.0016593919,20233.8414230371,90840.9857025362,24687.3265705063,26809.4918756503
"Cer(d14:1(4E)/26:0(2OH))","CER",0.724357018705545,7.91771781179596,7.44081115442941,0.00637611459407558,0.0927755039656546,101296.987011015,37621.3626403785,90644.127365109,133425.029533371,31684.6022987404,116765.006603216,30278.7221488888,64171.6248398187,34906.1224594118,90746.8766374684,60724.988972666
"Cer(d14:2(4E,6E)/16:0)","CER",0.0527233728191924,5.98837083333082,0.039805780306267,0.841860802631739,0.971310553779637,17234.7613029489,10066.2407379146,22220.3016624408,20130.241352072,21604.6216850222,17542.9213256815,22342.2815360951,18304.941318519,21941.9015655496,17412.8862638441,19948.6914663294
"Cer(d14:2(4E,6E)/18:0(2OH))","CER",0.03526363874267,5.88696373784549,0.0178067659758199,0.893843835315438,0.979594441835005,15555.0810127243,9199.7807273831,20741.3013534492,19519.6614265434,16371.561222073,18358.8813934327,23708.2017059411,17214.8212547282,19674.3814201314,16253.956130025,18913.3663940438
"Cer(d14:2(4E,6E)/18:1(9Z)(2OH))","CER",0.0879220435313585,5.87332057594707,0.110679063068766,0.739372352750159,0.954607654988923,16426.6211433406,9217.92061614771,19599.8414955212,19942.4414787253,18344.7213249265,16543.6211433394,22633.7816772447,15883.6410293579,20137.6014747653,16296.7061834337,18351.4412937171
"Cer(d14:2(4E,6E)/18:1(9Z))","CER",0.150896734744193,6.07818612985189,0.325944460671678,0.568056951728582,0.952274643603232,18236.3612899763,10977.7807235722,23236.7417526279,23596.3614311231,21086.4414596568,19122.0812797467,21300.6414680518,19267.10148239,24202.3817710833,19011.8112993249,20194.0664224613
"Cer(d14:2(4E,6E)/20:1(11Z)(2OH))","CER",-0.0705625034095741,6.06373972270147,0.0712991623249195,0.789454509151698,0.959935572743768,16582.6812133767,9337.3006973251,20166.9214744585,23867.2016258252,22946.1816024752,19520.261371609,26528.0819320631,18903.0412483225,23733.9618644782,17488.5262527464,21974.3915386175
"Cer(d14:2(4E,6E)/20:1(11Z))","CER",0.119662991247332,6.08166895492933,0.205010958591743,0.650706188242476,0.953304946665784,17932.7612762457,10165.3406753555,24645.9015960578,22071.6816635084,21364.6615180935,17848.6812629678,24959.5617218033,18225.5613326967,25189.9016494692,18703.9213027918,20599.6164588903
"Cer(d14:2(4E,6E)/22:1(13Z)(2OH))","CER",0.0188627293631761,7.10998360571641,0.00509762566721861,0.94308127294634,0.989044034506304,25657.361682891,25482.2418022185,53021.1635779964,56298.7043380871,64384.4245529147,42884.2227325652,44548.9235153593,36702.4626083344,30222.1423149078,40114.8678502983,47130.0083522934
"Cer(d14:2(4E,6E)/24:0(2OH))","CER",0.242141499403002,6.27514307668928,0.838806550372041,0.359738321201038,0.872817288230072,17438.701202391,13676.7410469122,30466.9826240458,30401.3219184773,25858.3619308463,19207.0213851897,27043.581985466,20898.4613304213,24269.0218162562,22995.9366979566,23251.8566579808
"Cer(d16:2(4E,6E)/22:1(13Z)(2OH))","CER",0.351628387315507,8.03553421296961,1.76738792855485,0.183705674074446,0.689241589196607,17281.4812812783,41055.3622397888,216562.817257047,74657.1456413466,157479.633659457,60828.0240364405,79608.1662330586,39282.0625877127,39350.6030273442,87389.2016048652,84299.4716291672
"Cer(d16:2(4E,6E)/24:0(2OH))","CER",0.142137318777039,6.24307831911465,0.289251576758943,0.59070053707084,0.953304946665784,14987.5610198986,10881.7006988513,36985.1630401643,26287.4418373122,37652.7024459667,19308.7213401798,25423.7818603623,15581.3810768031,20339.0013694764,22285.4666490566,24491.646680828
"Cer(d18:0/14:0)","CER",0.0712830130173242,6.65380309157096,0.0727819020667084,0.787328578124262,0.959935572743768,25617.061634067,14518.4409942627,35001.4424133387,37460.2626953108,35343.8221740629,26158.3619766274,38219.8828201327,28574.2620086713,32509.5822639559,28149.3019342448,32074.0822448736
"Cer(d18:0/16:0(2OH))","CER",0.0600600388984476,7.13767783464927,0.051677418536201,0.820169730027171,0.966215975958112,32109.6622314492,22786.5817069926,50889.6241378801,53726.764183035,53504.34371182,35174.8425254771,66037.164207439,33041.1223258947,41134.94291687,39878.1580648392,46939.3681926577
"Cer(d18:0/16:0)","CER",-0.342531293423642,7.43452864287722,1.67716302626059,0.195301846467351,0.703736577527985,26774.2019271854,26720.3414573637,62007.9046096692,60086.7852516421,48365.0438690012,54560.1835441314,137276.909622196,42177.623332982,38505.4027786274,43897.3083114651,70594.9400920777
"Cer(d18:0/18:0(2OH))","CER",0.378066857358559,8.08427760515622,2.04238257439829,0.152969886789956,0.646339593323577,43634.5631027076,60631.1037253073,125893.749275252,135877.007812459,66846.2042885379,69286.2650871382,147784.610698706,65489.3436089178,41684.9229125885,91509.1059789315,87351.605920825
"Cer(d18:0/18:0)","CER",-0.0240023879457719,8.00237731568656,0.00825536616594036,0.927604592421125,0.984839769400301,38734.0826530473,48618.9242248369,104455.568168678,104178.368667631,74441.9847488146,83510.4256133324,159262.829219755,58055.0431213971,51527.283866871,73996.7359285483,93817.5706758248
"Cer(d18:0/20:0(2OH))","CER",-0.0335388550866859,8.04768827995233,0.0161183079653711,0.898973721042821,0.979594441835005,33200.7024421713,49879.6828727552,104977.666442916,107533.748550388,77672.7653237112,91393.0859184282,160529.450424164,49189.5432433908,67354.544921872,73897.9500770576,94696.2112274236
"Cer(d18:0/20:0)","CER",0.134431016310642,7.27090995287049,0.258831071429995,0.610924363947759,0.953304946665784,38061.3626861464,26395.9216117957,57795.5043182281,57683.103408827,67289.0043068661,37660.3425331088,61366.7042922518,33532.7223510706,44278.5833740188,44983.9730062493,49962.1933708243
"Cer(d18:0/22:0(2OH))","CER",-0.529281974902332,8.35918964758359,3.99206274091011,0.045715066466064,0.350904764391054,32682.4223098765,38680.7224616957,113787.268257166,110368.508319824,225441.219131409,105159.346591997,146031.789470562,50845.8233223066,99590.2651062282,73879.7303371406,131869.544629069
"Cer(d18:0/22:0)","CER",-0.0244974486685636,8.02975097803261,0.00859939601832593,0.926115736597124,0.984517509394568,33507.0422134316,42304.5632095748,109373.648307845,105558.966678551,77863.8855361821,82872.3674162812,163601.493297519,48183.6636466708,69818.6251907619,72686.0551023506,93130.3524741633
"Cer(d18:0/24:0)","CER",-0.410424865023488,8.49524608417439,2.40579774324397,0.120886485547777,0.603223562883409,32520.6824760477,44715.7635269172,138945.069698333,127091.367325003,223765.652889312,114284.86714168,166675.711112977,60128.2243156658,104096.309081996,85818.2207565752,141213.613864909
"Cer(d18:0/26:0)","CER",0.505719520687533,8.14666920673513,3.64626681925438,0.056195037840993,0.41113963193315,63876.7246932846,53442.1835974998,121485.84901429,155939.311988773,80464.2058868472,73831.8247490323,107828.687133801,72378.8865128171,47185.8430862451,98686.0173234619,83625.9010706244
"Cer(d18:0/h24:0)","CER",-0.0567067842206272,7.88126366062643,0.0460753716342879,0.830038847442534,0.968653740588807,30222.0220985468,39332.762065866,98352.706840501,104095.367614671,100032.945777876,70005.465148933,139315.671531721,45300.4431381238,42242.4231033415,68000.7146548962,88663.6313991635
"Cer(d18:0/h26:0)","CER",0.375548321736089,8.04263094322408,2.01531533490942,0.155718915136406,0.646339593323577,61999.0250434865,48055.6636390257,104966.706710881,137333.208106995,72655.6255149722,106435.82802955,70611.8454055795,66542.1449431818,45750.7630157354,88088.6508750971,79061.3609733209
"Cer(d18:1/12:0)","CER",0.477209867088653,7.14045435000274,3.24791898613648,0.0715142001458819,0.465464163558196,49583.3231811161,26177.8216362164,50757.0234832726,53620.22341918,37061.7626457199,35145.1026039122,43690.583099364,37123.6425781098,44645.863250733,45034.5979299463,38255.2727317765
