"lipid","type","logFC","logCPM","LR","PValue","FDR","SolventBlank","5A","5C","5D","5E","4A","4C","4D","4E","mean1","mean2"
"PE (22:6)","PE",0.00739291608835339,5.419030611263,0.000535947305252193,0.981530194777029,0.999955892769757,38623.422760007,36247.162597664,40520.282745358,37338.182403547,38068.422698968,37753.162780757,40917.422668472,45943.643920892,37906.442596436,40630.1679916392,38043.5126113842
"PE (24:0)","PE",0.1128625794646,4.8374483087978,0.124860828802838,0.723821179486836,0.999955892769757,26586.661682142,26052.161651603,29268.121887204,24435.06201172,26191.14169311,24341.101684579,28456.022338868,26069.121643072,24504.181701654,25842.6068420432,26486.6218109093
"PE (26:0)","PE",-0.0119656402966363,4.837207841859,0.00140380850916699,0.970112306887803,0.999955892769757,26934.1817932,24756.601745611,27402.18197631,22971.201446524,28149.821868909,25953.301666265,27276.201995857,28808.042083733,23496.041625973,26383.396842957,25819.9517593385
"PE (26:1)","PE",0.0366956057507937,4.5779469000569,0.0132014302777748,0.908526384718074,0.999955892769757,20746.181579585,22688.001663206,22149.001693723,21094.401412962,23833.621856692,21082.641632084,21426.061462395,23723.941528325,20402.301406853,21658.7365074143,22441.2566566457
"PE (28:0)","PE",-0.00399717603373142,5.11787673225431,0.000156665064878325,0.99001346557885,0.999955892769757,30937.922119126,28711.28219606,34041.542419435,30206.922134399,33607.522552499,28815.862121571,32036.902130121,38320.082611077,30176.2621155,32337.2772445673,31641.8173255983
"PE (28:1)","PE",-0.069844967778299,4.79041819538523,0.0478253622936222,0.826891457013347,0.999955892769757,24110.121673578,22379.101486211,24575.661926275,25098.361846919,27527.761901857,25230.861846934,27048.481964112,28147.801879888,24385.341842645,26203.1218833947,24895.2217903155
"PE (28:2)","PE",0.0183453053287501,6.23221550453892,0.0033005452269208,0.95418643828724,0.999955892769757,66594.344299318,67993.865966792,71069.50512696,64907.144897467,73431.22509762,70870.085144029,68222.30505369,72389.32501222,64892.604614249,69093.579956047,69350.4352722098
"PE (30:0)","PE",-0.0225218862379299,5.72717252076106,0.004974140970603,0.943773741467307,0.999955892769757,47390.50347901,44426.742858908,51993.604003875,45126.383361832,50134.123596216,46132.303283693,53851.724121071,55091.623535125,43609.94317627,49671.3985290397,47920.2134552077
"PE (30:1)","PE",0.118051780480829,4.97784892432435,0.13660773573622,0.711676946335952,0.999955892769757,26454.981719969,30741.52218628,31830.402740485,27940.721862801,28377.36242676,27307.241760257,28725.422149677,30157.562164299,28942.662109375,28783.222045902,29722.5023040815
"PE (30:2)","PE",-0.0567304293654097,4.7036099252538,0.0315516778471761,0.859015196488756,0.999955892769757,23970.541763307,22453.081481933,22732.661529536,20908.801513673,24883.181869505,24086.841812139,27373.121917726,24168.701660164,24357.261932369,24996.4818305995,22744.4315986618
"PE (30:3)","PE",-0.104733322442198,5.34486355965517,0.107537387587286,0.742965394046965,0.999955892769757,37117.182311994,34941.022491453,36946.842895521,30542.262084961,39063.222900371,35694.622772205,36418.462585442,49770.343994172,35155.542633065,39259.742996221,35373.3375930765
"PE (30:4)","PE",-0.46425606208289,5.3535116221541,2.10439895832542,0.1468760451115,0.999955892769757,31407.802337649,28092.682159419,27995.461761484,28781.821929927,38322.622558602,30623.26187135,61725.924652144,42809.922943122,49807.30319216,46241.603164694,30798.147102358
"PE (32:0)","PE",-0.295782771084288,7.21548695272822,0.856558127904463,0.354703670884728,0.999955892769757,63282.9645996,123553.92791751,149984.82788086,157244.17236329,157502.77172848,133799.46936032,142905.44946289,198093.69165043,117600.28845209,148099.724731433,147071.424972535
"PE (32:1)","PE",-0.0123995080339614,5.09385979031294,0.00150754406195119,0.969028234671757,0.999955892769757,30064.301818855,29309.622100835,31228.262115464,30029.582214348,32303.322113046,30887.582397465,32578.682220446,34302.422515863,31248.802032471,32254.3722915613,30717.6971359232
"PE (32:2)","PE",-0.179645428936701,5.41685358623874,0.316259329827062,0.573864370562203,0.999955892769757,35216.682556148,36209.302856457,36440.642944339,36128.302520739,43863.843200685,35136.962219229,50017.483520522,45606.563384997,35144.242370603,41476.3128738377,38160.522880555
"PE (32:3)","PE",-0.242639390680874,5.59105495811993,0.576651026307548,0.44762801379125,0.999955892769757,36569.582641589,32775.562133801,44028.843505843,42158.983123769,47115.263671888,33168.682556143,61635.404815672,55035.8631897,47999.743377718,49459.9234848082,41519.6631088252
"PE (32:4)","PE",0.108849478221017,4.79683839470878,0.116139810609269,0.733259484882387,0.999955892769757,24263.581588736,25990.121673588,27575.821868885,25074.921539302,26078.041839602,25852.561859141,24374.101837154,25205.761596684,24968.321701035,25100.1867485035,26179.7267303442
"PE (32:5)","PE",0.444875279464451,5.12433464101923,1.93300465284528,0.164430095314787,0.999955892769757,22842.881622318,31989.142150895,40949.402679445,53685.944000241,28572.082336411,27420.362136849,25782.841918953,33437.542282112,24562.341674801,27800.7720031788,38799.142791748
"PE (34:0)","PE",-0.104280645632322,6.19355493471672,0.106622765734016,0.744022324045148,0.999955892769757,58943.024353023,58864.003662098,72746.66516112,62761.60400393,77738.8260498,67893.34472658,74673.08483883,69026.745178212,63141.04467773,68683.554855338,68027.774719237
"PE (34:1)","PE",-0.0487499191021744,7.37658343668682,0.0233077380041777,0.878659529528847,0.999955892769757,142394.73046874,145640.27001956,148067.93017577,147336.87060548,171500.73071291,151702.97045898,165555.59179695,155321.31201171,144773.89038083,154338.441162117,153136.45037843
"PE (34:2)","PE",-0.244498501313281,6.22707199279395,0.585558672190245,0.444141709998504,0.999955892769757,55345.804382356,51337.483520511,66344.904052757,68046.164978037,74619.605163596,53405.46429442,98251.526245046,79087.58526604,75885.626159657,76657.5504912907,65087.0394287253
"PE (34:3)","PE",-2.71973736031729e-05,5.41507870696223,7.25867721484974e-09,0.999932021934236,0.999955892769757,33193.562164297,31487.182434082,46437.963531495,40910.242919919,41149.74285887,34544.642517086,40362.622711188,45206.343048095,40359.762786862,40118.3427658077,39996.2829360915
"PE (34:4)","PE",0.0112856488562176,5.09694820877958,0.0012488668010775,0.971809178388112,0.999955892769757,26468.581878661,29693.042327878,34985.882598874,32454.442474363,33893.462676987,30718.5618896465,31870.16241455,33436.62210082,29871.361968987,31474.1770935009,32756.7075195255
"PE (34:5)","PE",-0.167047146561569,6.13515632881307,0.273508067268153,0.600988179965967,0.999955892769757,33465.662048346,69760.045288068,70340.624267564,66292.745575,68184.224548395,58163.684051496,69245.304626519,86039.305938747,65958.405456566,69851.675018332,68644.4099197567
"PE (34:6)","PE",0.0700496994220402,5.36780698798852,0.0481124929826819,0.82638084167547,0.999955892769757,38585.562866225,32438.902282714,42598.583129882,38342.322784427,36300.342346202,40113.142944334,36656.502471916,41587.103057852,33954.682220462,38077.857673641,37420.0376358062
"PE (36:0)","PE",-0.103029104639325,5.96833235435567,0.104076819135116,0.746991080762905,0.999955892769757,39657.502777117,51298.883361818,62941.044433563,64247.464904782,64487.083923322,50996.603576658,57439.484405518,74061.604980409,55567.003967244,59516.1742324573,60743.6191558713
"PE (36:1)","PE",-0.0505510449207492,7.1601325510757,0.0250614495582795,0.874214038114613,0.999955892769757,114253.30786133,112040.16796874,138012.62963866,133842.76916503,137753.03027344,116519.80859377,149821.07006834,145660.24951165,136592.00927734,137148.284362775,130412.149261468
"PE (36:2)","PE",-0.018584540229801,9.45839290767247,0.00338762477440469,0.953586687757363,0.999955892769757,539424.60107413,581092.27734391,681630.4687498,683282.2470703,713859.4707028,573948.46582039,711514.3906251,674057.1259766,667618.3251954,656784.576904373,664966.115966702
"PE (36:3)","PE",-0.0488327219148129,6.15104390133381,0.0233848843404303,0.878460440741971,0.999955892769757,35844.202484117,38157.662902821,88746.46640005,85664.105651876,75969.505920368,41472.883117671,70708.785736097,80287.145690875,76934.784667882,67350.8998031313,72134.4352187788
"PE (36:4)","PE",0.00242233531530433,5.41231448431641,5.75385750707369e-05,0.993947769665356,0.999955892769757,32582.222320557,34345.162567133,43017.422821042,42582.542907717,44006.163238532,34267.022430415,42405.84332275,40795.223449699,38735.682464607,39050.9429168678,40987.822883606
"PE (36:5)","PE",-0.00117796992065245,5.27025720108008,1.36065271476582e-05,0.99705684779052,0.999955892769757,29592.181884766,33324.102539057,39179.062866189,35695.022705082,36808.062805163,31525.142120366,36869.042785634,41145.062683096,35728.962402325,36317.0524978552,36251.5627288727
"PE (36:6)","PE",-0.0603243840796324,5.23607579468541,0.0356803684445168,0.850177088723345,0.999955892769757,31768.222137437,30068.142242438,34794.842620852,34086.622375483,35173.56246948,33635.982208262,38405.862670901,38421.922363274,35290.842498771,36438.652435302,33530.7924270633
"PE (36:7)","PE",0.0917635413442019,5.33163305100876,0.0825565245863231,0.773862324351595,0.999955892769757,34140.682311993,34080.60256957,46067.903625486,34351.862213127,37454.042602537,32580.042358397,38280.322662347,39819.46292115,36527.082519511,36801.7276153513,37988.60275268
"PE (36:8)","PE",-0.291214118165655,5.81151775120382,0.830245330354444,0.362201598773922,0.999955892769757,43164.40295409,41594.383300748,50159.343444836,47083.983581533,53051.364013661,44179.943084689,60066.18396,81073.346191387,46269.683410623,57897.2891616748,47972.2685851945
"PE (38:0)","PE",-0.233373776674854,6.90808749654767,0.533572012777313,0.465108970453734,0.999955892769757,77884.325866692,98746.606445278,111119.048614439,107221.427368078,111601.047790571,92992.726745554,132400.269836451,155792.251861559,112643.967925999,123457.304092391,107172.032554591
"PE (38:1)","PE",0.0670010171152275,6.1529571104748,0.0440210069326668,0.833814534124124,0.999955892769757,47778.043334948,57051.484008762,74965.084594689,85531.866210911,63884.824646006,57019.683898931,71668.924865727,75000.525390633,58344.923706064,65508.5144653388,70358.314865092
"PE (38:2)","PE",-0.0767688993561546,5.50450281108482,0.0577851110188021,0.810031543129089,0.999955892769757,36473.162841811,36601.782409665,41334.483001716,42273.822753887,47601.243591321,36922.662902825,46329.903381349,45267.843566886,42778.16275024,42824.643150325,41952.8329391473
"PE (38:3)","PE",0.0967113415541684,5.32173640331032,0.0916971628841452,0.762030551130772,0.999955892769757,31446.142089834,34372.762664808,41944.90313718,38874.68316649,37494.342529289,33908.902343753,37261.543029788,36668.842437743,39035.743011448,36718.757705683,38171.6728744417
"PE (38:4)","PE",-0.0548463837605188,5.41818731239693,0.0294958707395383,0.863639092098265,0.999955892769757,30884.682235707,27787.222045895,48427.263366681,43750.083160397,41963.802734391,33224.862457287,46561.683319096,44125.403137189,38567.343002336,40619.822978977,40482.092826841
"PE (38:5)","PE",-0.108871168693903,5.50532771646563,0.116203712827428,0.733188910133982,0.999955892769757,27711.062011711,35991.062622072,48597.183136001,44513.063507074,45102.242980969,35716.702178962,49924.34368899,47326.242767331,43514.203338622,44120.3729934763,43550.888061529
"PE (38:6)","PE",0.0544013927967202,5.3967494932862,0.0290190963449959,0.864734951903956,0.999955892769757,35186.08267212,35100.442596423,43116.36273194,40150.942657474,39507.303009027,34344.642547617,42190.122589106,41401.222869847,37530.64306638,38866.6577682375,39468.762748716
"PE (38:7)","PE",-0.0372683235216151,5.94650380472536,0.0136204365321646,0.907092539441646,0.999955892769757,32755.422241212,47728.823699954,72066.26467901,62542.644653301,61445.964050292,45085.203491202,61498.064666704,62742.185241719,68741.284088133,59516.6843719395,60945.9242706393
"PE (38:8)","PE",-0.183293688316521,6.18237794276318,0.32925966475814,0.566095349798554,0.999955892769757,60333.50366208,57747.104064924,61297.68408201,60177.38415528,69937.78491209,62522.14428714,87475.00671386,71766.205139148,69923.664855934,72921.7552490205,62289.989303576
"PE (38:9)","PE",-0.0127877416548743,5.73178295933061,0.00160361021357858,0.968057168721767,0.999955892769757,45812.062866215,45814.443115229,47955.903503436,49177.743041996,55775.024475092,46436.163146949,51338.223571754,49627.183349606,46718.903381351,48530.118362415,49680.7785339383
"PE (40:0)","PE",-0.31908837768613,7.42031243219464,0.996581119256007,0.318139193502963,0.999955892769757,45268.223266601,116870.967163104,181498.571289106,213458.238098131,200038.213928172,117565.3276367,149590.2692872,250598.110412666,164369.94982916,170530.914291431,177966.497619628
"PE (40:1)","PE",-0.0425390848287004,5.26043796051837,0.0177434813728077,0.894031525761038,0.999955892769757,29369.402130135,34906.722045899,34866.582702638,36116.72262572,38058.822509772,39266.922485346,36713.00299071,33668.742004386,34102.742568982,35937.852512356,35987.2124710073
"PE (40:10)","PE",0.057898092771961,5.36411503157316,0.032868956091761,0.856133694644387,0.999955892769757,30901.922119145,38933.922485331,40208.223083474,39998.982818604,40262.202453605,35937.662475579,38327.842865,38048.562438969,38386.322753912,37675.097633365,39850.8327102535
"PE (40:2)","PE",-0.0166132807514928,5.27040313097798,0.00270637223553649,0.958510522287551,0.999955892769757,29839.841949469,34279.162597653,33400.662475599,39685.322753896,37748.062347415,36326.322448717,35389.662536618,38049.723052982,34438.922576899,36051.157653804,36278.3025436407
"PE (40:3)","PE",-0.0593761187663184,5.21070042920672,0.0345674435336605,0.852504973169978,0.999955892769757,30600.702270508,33004.781921389,33883.082580563,32334.322052002,31208.582153325,32337.282043446,34042.402557368,46995.283477774,32227.942474366,36400.7276382385,32607.6921768197
"PE (40:4)","PE",0.000281961436298574,5.18891778099975,7.79574691023299e-07,0.999295519671405,0.999955892769757,30233.882141115,31198.242340106,34072.2824707,34304.182525623,34056.342407216,32433.68212889,36547.522369383,35325.92230225,33427.642272959,34433.6922683705,33407.7624359113
"PE (40:5)","PE",-0.100979932347393,5.09447348751292,0.0999642403861571,0.751872551195988,0.999955892769757,28323.782043451,27875.361755375,31219.20202636,30381.822265632,34413.742492673,30491.562286378,36290.202484135,33654.462463386,29957.421981817,32598.412303929,30972.53213501
"PE (40:6)","PE",-0.0827128408461809,5.19758837975965,0.0670746180060178,0.795644746787067,0.999955892769757,30186.262176522,31205.142440804,33698.182250969,31278.462249761,35762.562499988,29683.942321782,42951.94323731,34592.122322072,34456.862731933,35421.2176532742,32986.0873603805
"PE (40:7)","PE",-0.16455348291232,5.88868330965553,0.265399891291054,0.606434391902914,0.999955892769757,41937.523193383,49733.843383779,57700.763732971,51258.684020984,49670.363647467,50254.263427704,82072.106201138,57329.603759757,53164.483337382,60705.1141814952,52090.9136963003
"PE (40:8)","PE",-0.119556579601727,5.67433563615001,0.140129759544152,0.708152047825493,0.999955892769757,43629.942687991,39027.922485335,42452.363098146,46925.263275145,44929.523406978,41203.322570805,62771.284301709,52132.523559579,49488.183410637,51398.8284606825,43333.768066401
"PE (40:9)","PE",-0.0218856931761088,5.27598670276688,0.00469673813938698,0.945361548781533,0.999955892769757,30092.90222167,32242.042388925,35792.162506109,39635.242675766,37879.122680657,32086.62249755,41361.422882081,37534.823028554,34217.082550049,36299.9877395585,36387.1425628642
"PE (42:0)","PE",-0.0884314170022371,4.95045443458655,0.0766640610945046,0.781870133137638,0.999955892769757,25853.461776728,24375.841979976,27655.281982425,27677.002014168,30494.78222656,25443.62161255,33997.862426759,30116.762298579,30109.582153319,29916.9571228017,27550.7270507823
